HSC	MPP	CMP	MEP	P1	P2	P3	P4	P5	P6	P7	P8	genes
0.1	0.14	0.07	0.1	0.89	0.49	0.41	0.38	0.35	0.17	0.06	0.03	CTB-186G2.4
2.14	4.19	1.28	0.99	1.33	0.72	0.41	0.37	0.35	0.43	0.37	0.56	CAPN12
3.83	2.82	1.87	1.01	0.1	0.05	0.03	0.05	0	0.04	0.11	0.03	CTD-2540F13.2
0	0	0	0	0	0	0	0.02	0	0	0.02	0	LGALS7
0	0	0	0	0.02	0.05	0	0	0	0.01	0.03	0.07	LGALS7B
0.1	0.77	0.14	0.12	0.79	0.14	0.19	0.21	0.24	0.19	0.29	0.61	LGALS4
86.88	108.22	127.99	196.3	149.5	190.96	209.96	225.97	127.74	63.2	26.65	14.98	ECH1
0	0	0	0	0	0	0	0	0	0	0	0	AC104534.3
0.75	0.3	0.28	0.41	0.06	0.18	0.11	0.07	0.11	0.01	0.03	0.01	AC104534.2
77.42	87.56	94.3	109.92	56.25	59.44	35.07	33.93	30.12	23.92	12.16	10.09	HNRNPL
2.4	3.04	1.82	2.46	7.65	8.85	9.16	6.93	1.23	0.37	0.25	0.25	RINL
0.03	0	0	0.02	0.08	0	0	0.02	0	0	0.02	0	CTC-360G5.6
17.87	20.03	13.64	18.03	49.18	61.39	73.31	86.66	86.26	64.49	44.04	42.39	SIRT2
2.99	4.27	5.56	5.07	16.9	22.02	16.43	12.11	14.06	13.73	19.78	36.3	NFKBIB
0	0.03	0.07	0.02	0.77	0.34	0.37	0.38	0.12	0.04	0.02	0.03	CCER2
0	0.19	0.14	0.43	2.02	2.42	2.81	3.21	1.43	0.41	0.06	0.03	SARS2
0	0	0	0	0	0	0	0	0	0	0	0	CTC-360G5.8
1.23	5.25	5.77	7.41	73.42	144.92	134.91	94.23	23.53	9.93	15.05	23.42	MRPS12
0.58	0.6	0.5	0.82	0.24	0.31	0.3	0.42	0.14	0.07	0.06	0	CTC-360G5.9
0.1	0.08	0.12	2.46	0	0	0	0.02	0	0	0.02	0	FBXO17
0.16	0.11	0.21	0.36	0.12	0.09	0	0	0	0	0	0.01	FBXO27
0	0	0	0	0	0	0	0	0	0	0	0	CTB-189B5.3
0	0	0	0	0.02	0	0	0	0	0	0	0	PAPL
3.12	4.19	6.45	3.48	10.22	9.16	5.09	4.64	5.97	7.84	2.73	1.56	PAK4
0.26	0.44	0.12	0.36	0.1	0.18	0.12	0.07	0.12	0.11	0.03	0.08	CTC-218B8.3
0	0	0	0.05	0	0.02	0	0	0	0	0	0.04	NCCRP1
0	0	0	0	0	0.02	0	0	0	0	0	0	SYCN
0.1	0.05	0.02	0.02	0	0	0	0	0	0	0	0	IFNL3
0.03	0.03	0	0	0	0	0	0	0	0	0	0	IFNL2
0.06	0.03	0	0	0	0	0	0	0	0	0	0	IFNL1
1.4	1.31	1.28	1.42	0.97	0.42	0.15	0.03	0.06	0	0	0	LRFN1
152.44	166.04	132.01	123.9	229.8	53.5	23.54	8.67	4.39	3.43	1.9	2.32	GMFG
0	0.03	0.02	0.02	0.85	0.38	0.23	0.16	0.25	0.26	0.36	0.63	CTC-246B18.10
62.87	59.79	49.65	54.01	21.85	19.65	14.08	16.28	22.78	26.91	30.03	35.06	SAMD4B
26.87	26.57	27.52	25.18	59.82	71.31	71.03	69.23	71.85	63.4	59.48	80.68	PAF1
25.44	29.69	25.63	25.76	64.67	72.28	71.82	75.86	68.93	66.3	100.97	117.6	MED29
160.56	203.66	114.23	21	27.77	13.26	12.71	11.18	28.97	163.3	343.13	251.23	ZFP36
26.06	29.83	35.84	14.61	35.49	5.22	1.97	0.91	1.05	1.09	1.18	1.31	PLEKHG2
0	0	0	0	0	0	0	0	0	0	0	0	CTB-60E11.4
830.23	1036.6	1024.33	1129.24	1142.35	1161.35	1135.39	1156.17	900.13	491.69	132.03	83.44	RPS16
47.95	45.7	38.94	43.89	165.05	173.12	170.97	164.03	112.99	102.5	123.26	178.37	SUPT5H
0	0	0	0	0.14	0.2	0.05	0	0.06	0.1	0.08	0.03	AC011500.1
19.17	24.19	34.73	51.64	102.2	216.16	218.19	182.59	84.36	43.12	16.15	14.39	TIMM50
0.26	0.33	0.09	0.07	0.71	0.56	0.16	0.05	0	0	0.02	0	DLL3
0	0	0	0	0	0	0	0	0	0	0	0	SELV
2.4	2	1.56	1.52	2.02	1.84	1.22	1.03	1.15	0.94	0.37	0.28	EID2B
0	0	0	0	0	0	0	0	0	0	0	0	CTB-60E11.9
4.52	3.69	3.22	4.78	5.7	4.89	1.73	0.99	1.51	1.09	0.25	0.17	EID2
0	0	0.02	0	0.04	0	0	0	0	0	0	0	LGALS13
0	0	0.02	0	0	0	0	0	0	0	0	0	LGALS16
0	0	0	0	0.1	0	0	0	0	0	0	0	AC093063.3
0	0	0.02	0	0.02	0	0	0	0	0	0	0	LGALS14
0.13	20.91	3331.53	29.4	12795.93	461.07	40.61	25.49	27.11	28.61	17.37	19.85	CLC
0	0	0	0	0	0	0	0	0	0	0	0	LEUTX
8.61	9.44	7.42	8.88	5.78	4.19	3.67	4.64	15.36	28.22	35.14	41.34	DYRK1B
503.68	621.2	571.45	598.09	246.34	322.72	290.02	246.94	83.92	32.35	15.35	21.69	FBL
0	0	0.05	0	0.02	0	0	0.05	0.04	0.01	0	0	FCGBP
23.55	26.76	39.5	53.81	118.11	210.65	212.23	196.74	143.31	104.37	68.12	65.63	PSMC4
10.01	7.63	6.15	4.03	9.05	11.25	10.56	10.75	7.98	6.23	1.56	0.15	ZNF546
0.58	0.36	0.43	0.14	0.38	0.36	0.38	0.42	0.28	0.1	0.05	0	CTC-471F3.6
36.52	34.78	14.54	15.62	11.23	8.62	6.03	6	2.84	0.9	0.11	0	ZNF780B
16.21	16.94	10.4	11.68	14.7	16.4	16.55	17.24	14.56	7.3	1.55	0.72	ZNF780A
0.1	0	0.05	0.19	0	0.13	0.04	0.09	0.01	0	0	0	AC005614.3
0.49	0.3	0.21	0.24	0.95	0.43	0.15	0.26	0.19	0.16	0.14	0.03	MAP3K10
0.13	0.27	0.02	0	0.06	0	0.03	0.02	0	0.03	0.09	0.06	TTC9B
0.19	0.19	0	0	0.08	0.07	0.14	0.05	0.01	0	0.36	0.86	CNTD2
43.76	58.17	74.28	58.09	51.04	46.06	43.12	47.87	30.15	37.55	35.96	35.74	AKT2
3.05	5.23	5.13	5.87	12.64	17.3	15.3	11.57	12.16	12.62	6.33	8.35	C19orf47
19.69	23.2	17.14	16.32	465.58	98.18	93.77	82.03	38.35	25.63	14.53	6.86	PLD3
0.06	0.08	0.02	0.05	0.4	0.07	0.21	0.02	0	0.09	0.12	0.13	HIPK4
1.43	2.54	0.64	0.94	0.75	2.85	3.18	3.87	6.28	7.69	4.46	1.98	PRX
1.04	1.2	0.78	0.84	27.37	21.6	19.51	11.57	6.62	13.57	44.69	119.29	SERTAD1
1.2	3.31	1.11	1.11	11.63	9.88	10.76	9.63	8.37	15.36	36.13	51.66	SERTAD3
0	0	0	0	0.08	0.02	0.01	0.03	0.01	0.01	0.06	0.04	CTC-492K19.4
7.15	10.64	11.42	103.18	211	978.65	1325.73	2026.15	3709.32	3624.42	2640.26	1555.9	BLVRB
0.1	0	0.02	0.07	0.28	0.94	1.43	1.62	0.47	0.83	0.93	0.53	SPTBN4
23.23	24.52	30.54	26.17	211.83	130.19	122.11	113.42	71.75	39.4	14.85	12.4	SHKBP1
29.44	32.12	12.13	30.03	29.61	35.27	34.24	38.1	8.11	3.1	1.08	2.94	LTBP4
2.92	3.39	2.77	3.74	5.82	9.48	8.21	6.96	8.71	17.95	17.67	26.38	NUMBL
2.92	2.57	2.17	2.7	24.62	23.14	20.44	17.88	10.17	6.72	2.06	2.56	ADCK4
3.02	2.24	1.44	1.57	6.81	7.12	3.99	3.98	5.53	11.57	16.12	22.75	ITPKC
16.41	17.27	19.81	18.83	30.03	29.67	26.42	26.94	20.59	16.2	4.63	3.85	C19orf54
14.43	22.93	26.17	29.94	92.08	125.85	119.23	111.59	59.44	29.49	5.51	4.98	SNRPA
0	0	0	0	0	0	0	0	0	0	0	0	MIA-RAB4B
0	0	0	0	0	0	0	0	0	0	0.03	0.03	MIA
1.72	2.87	2.41	1.86	13.81	5.02	3.95	4.2	3.98	4.99	4.07	2.75	RAB4B
0	0	0	0	0	0	0	0	0	0	0	0	RAB4B-EGLN2
5.33	5.28	3.48	7.22	13.31	15.03	14	15.58	19.85	21.46	13.38	14.5	EGLN2
0	0	0	0	0.04	0.02	0.07	0.03	0.1	0.07	0.08	0.07	CTC-490E21.12
0.29	0.03	0.21	0.1	0.32	0.04	0.01	0.12	0.29	0.57	0.45	0.33	CTC-490E21.10
0.1	0.3	0.12	0	0.16	0.04	0.04	0.05	0.14	0.27	0.12	0.15	CYP2A6
0	0	0	0	0.02	0	0	0	0.06	0.01	0.05	0.03	CYP2A7
0.03	0.03	0.07	0	0	0.02	0	0	0	0	0.02	0.01	CYP2B6
0	0	0	0	0	0	0	0	0	0.01	0	0	CYP2A13
0.06	0.03	0.07	0.17	0.18	0.02	0.03	0.02	0	0.07	0	0	CYP2F1
2.5	5.58	3.88	0.84	3.07	4.93	6.28	6.42	0.96	0.14	0	0.15	CYP2S1
1.46	0.9	0.52	0.22	12.18	5.02	3.77	1.5	0.65	1.21	0.6	1.36	AXL
0	0	0	0	0	0.02	0	0	0	0	0	0	CTD-2195B23.3
358.29	365.49	395.79	420.26	112.4	79.43	55.43	52.78	79.73	78.32	30.34	21.82	HNRNPUL1
16.73	33.88	31.99	29.62	20.24	10.98	5.96	3.7	1.55	1.67	1.46	1.31	TGFB1
41.29	55.25	39.53	41.26	44.68	31.35	30.11	33.24	25.88	23.48	20.04	15.47	CCDC97
0	0	0	0.05	0.02	0	0	0	0	0	0.02	0	CTC-435M10.3
2.83	4.79	2.13	1.67	6.36	2.15	1.22	1.4	1.76	2.29	2.4	1.66	TMEM91
5.2	3.69	4.47	3.28	12.76	7.6	6.86	6.49	4.5	4.84	4.35	5.76	B9D2
0.13	0.19	0.17	0.14	0.89	0.74	0.45	0.8	0.3	0.13	0.15	0.5	BCKDHA
6.79	5.66	4.26	8.67	44.55	69.61	65.1	52.08	11.1	1.56	1.11	4.73	EXOSC5
0	0	0	0	0	0	0	0	0	0	0	0	CTC-435M10.6
0.29	0.66	0.26	0.07	7.9	0.29	0.23	0.16	0.64	1.94	8.02	16.35	B3GNT8
23.62	26.71	33.81	32.86	84.18	98.09	104.28	98.97	57.16	32.62	18.85	22.22	ATP5SL
0	0.25	0.02	0	0.02	0.02	0	0	0	0	0	0.01	C19orf69
0.26	0	0.02	0.05	0	0	0	0	0	0	0	0.01	AC011526.1
0.52	0.66	0.85	0.92	1.25	0.81	0.59	0.72	0.4	0.43	0.26	1.17	AC006129.1
0.1	0.3	0.19	0.34	1.64	0.49	1.11	1.06	0.46	0.39	0.09	0.39	AC006129.4
8.38	10.26	6.12	1.71	2.1	0.22	0.05	0.03	0	0	0.05	0.03	AC006129.2
9.16	4.08	1.35	0.27	2.79	0.18	0.03	0	0	0	0	0	CEACAM21
4.52	5.47	1.13	0.27	6.71	0.02	0	0	0.01	0.03	0.26	0.18	CEACAM4
0.03	0	0	0	0	0	0	0	0	0	0.02	0	CEACAM7
0	0	0	0.02	0	0	0	0	0	0	0	0	CEACAM5
0	0	0	0	0	0	0	0	0	0	0	0	CEA
0.03	0.03	10.61	15.52	3.62	0.02	0	0	0	0.04	0.08	0	CEACAM6
0	0.03	0.14	0.1	0.04	0	0	0	0	0	0	0	AC011513.4
0	0	0.02	0.05	0.04	0	0	0	0	0	0	0	CEACAM3
0	0	0	0	0.02	0	0	0	0	0	0	0	AC020956.3
0	0	0	0	0	0	0	0	0	0	0	0	LYPD4
0	0	0	0	0	0	0	0	0	0	0	0	DMRTC2
591.95	773.91	590.67	539.38	1519.23	1419.45	1330.17	1354.43	1107.62	542.13	202.4	297.69	RPS19
1.27	2.87	2.86	0.39	1.66	0.11	0.12	0.21	0.11	0.09	0.11	0.25	CD79A
19.01	27.45	20.54	20.4	116.86	48.11	40.38	34.58	18.23	7.87	2.04	1.15	ARHGEF1
12.93	18.25	11.06	4.18	103.47	20.07	15.55	14.76	28.9	46.14	32.55	37.41	RABAC1
3.64	13.22	6.38	1.26	1.53	0.52	0.25	0.26	0.1	0.04	0.08	0.14	ATP1A3
24.59	26.57	14.49	16.66	9.78	2.73	0.51	0.17	0.08	0.09	0.09	0.17	GRIK5
20.14	23.5	27.38	40.22	49.95	67.68	54.36	43.16	21.42	14.7	9.15	17.27	ZNF574
0	0	0	0	0	0	0	0	0	0	0	0	CTB-59C6.3
14.59	18.85	6.26	3.21	4.24	0.63	0.41	0.45	1.04	2.31	4.58	9.96	POU2F2
1.3	1.15	0.24	0.05	0.08	0.02	0	0	0	0.01	0.08	0.4	CTC-378H22.1
6.27	7.94	1.89	0.22	0.14	0	0.01	0	0.03	0.03	0.2	0.29	CTC-378H22.2
30.38	25.01	15.13	24.09	40.35	64.24	61.35	64.73	103.41	157.78	314.81	549.98	DEDD2
3.25	3.61	3.83	6.49	22.3	37.17	36.52	36.95	33.03	31.21	18.35	12.95	ZNF526
21.54	31.22	27.07	40.24	6.02	5.78	3.28	3.33	7.72	9.45	7.15	9.46	GSK3A
0	0	0	0	0	0	0	0	0	0	0	0	AC006486.9
0.16	0.08	0.17	0.22	1.09	0.78	0.84	0.75	0.46	0.34	0.15	0.18	AC006486.1
8.51	14.09	8.01	10.31	9.49	7.64	3.11	2.74	1.47	1.79	2.2	3.53	ERF
11.92	16.66	9.31	9.44	32.48	23.75	14.53	17.81	22.56	24.22	12.99	14.19	CIC
17.67	24.38	32.48	47.78	39.73	82.81	69.77	55.03	22.32	7.66	0.85	0.22	PAFAH1B3
0.03	0.25	0.07	0.65	0.93	4.55	3.83	2.08	0.6	0.2	0.06	0.14	PRR19
0.06	0	0.02	0	0.04	0	0	0.02	0	0.03	0	0.01	TMEM145
19.43	23.01	27.73	28.56	33.93	21.31	15.71	9.87	3.46	1.83	0.4	0.36	MEGF8
0.29	0.38	0.43	0.22	0.99	0.6	0.15	0.03	0.03	0	0.02	0	CNFN
1.53	1.64	1.58	1.88	3.37	1.7	1.23	1.33	2.12	2.57	5.42	8.53	LIPE-AS1
3.35	4.79	2.44	2.87	5.84	2.85	2.21	2.79	3.24	2.59	0.67	0.19	LIPE
0.16	0.22	0.14	0.12	0.32	0.13	0.11	0.12	0.06	0.03	0	0	CXCL17
10.3	3.37	2.34	0.75	12.89	0.74	0.49	0.52	0.17	0.09	0.05	0.01	CEACAM1
0.42	0	1.18	0.65	0.42	0.11	0	0.02	0.01	0.03	0	0	CEACAM8
0	0	0	0.02	0.06	0	0	0	0	0	0.02	0	PSG3
0	0.03	0	0	0	0	0	0	0	0	0	0	PSG8
0	0	0	0	0	0	0	0	0	0	0	0	AC004603.4
0	0	0	0	0	0	0	0	0	0	0	0.01	PSG1
0	0	0	0	0	0	0	0	0	0	0	0	PSG6
0	0.03	0.02	0	0	0	0	0	0	0	0	0	PSG11
0	0	0	0	0	0	0	0	0	0	0	0	PSG2
0	0	0	0	0	0	0	0	0	0	0	0	AC005392.13
0	0	0	0	0	0	0	0	0	0	0	0	PSG5
0	0	0.02	0	0	0	0	0	0	0	0	0	PSG4
0	0.03	0	0	0	0	0	0	0	0	0	0	PSG9
0.45	0.82	0.24	0	0.28	0	0	0	0	0	0	0	CTC-490G23.2
0	0	0	0	0.12	0.02	0	0	0	0	0	0	CTC-490G23.4
0.36	0	0.28	0	3.11	0.16	0.01	0	0.08	0.01	0.15	0.17	TEX101
1.62	0.99	0.66	0.17	0.79	0.13	0.29	0.05	0.03	0.01	0	0.1	LYPD3
1.14	1.42	0.4	0.56	5.9	6.19	7.91	6.49	2.05	0.84	0.59	0.43	PHLDB3
7.28	8.95	9.39	5.65	44.23	17.03	14.12	11.04	3.13	1.09	0.53	1.24	ETHE1
2.05	1.94	1.54	1.52	1.74	1.01	0.47	0.35	0.21	0.14	0.02	0.04	ZNF575
67.8	53	65.08	65.11	49.48	49.09	46.64	49.77	59.44	44.43	11.24	9.73	XRCC1
0	0	0	0.02	0	0.04	0.03	0.05	0.1	0.07	0.06	0.04	L34079.3
0	0	0	0	0	0	0	0	0	0	0	0	L34079.2
0	0	0	0	0	0	0	0	0	0	0	0	L34079.4
2.11	2.87	5.27	3.72	6.24	5.64	3.96	2.9	0.76	0.19	0.08	0.47	PINLYP
32.26	35.98	28.56	30.47	37.38	42.68	43.38	34.77	22.47	28.58	56.29	60.38	IRGQ
9.68	7.03	5.65	5	13.09	14.34	13.3	13.1	11.43	9.25	5.95	7.86	ZNF576
0.32	0.3	0.45	0.05	0.44	0.36	0.3	0.38	0.19	0.36	0.33	0.67	SRRM5
1.72	1.7	2.34	2.39	2.22	2.31	1.66	1.66	1.57	1.01	0.51	0.24	ZNF428
0	0.16	0	0.17	0.16	0.09	0.05	0.02	0.08	0.04	0	0.04	CADM4
14.72	15.13	172.91	8.47	148.51	8.33	3.51	4.64	3.12	1.11	0.29	0.33	PLAUR
0	0	0	0	0.04	0	0	0	0	0	0.03	0	IRGC
7.21	10.56	9.39	13.42	48.23	40.76	39.6	39.97	47.2	32.89	5.81	7.97	SMG9
4.65	5.09	4.99	13.79	70.29	162.91	133.75	120.24	136.65	166.36	91.54	60.69	KCNN4
0.06	0.16	0	0	0	0	0	0.02	0	0	0	0.01	AC115522.3
1.95	0.63	0.59	0.19	0.08	0.07	0.05	0.02	0	0.03	0.05	0.1	LYPD5
11.18	9.3	6.86	7.56	7.05	9.66	9.43	7.82	2.26	1.14	0.42	0.18	ZNF283
12.02	10.04	6.67	4.3	3.55	1.77	1.99	1.95	0.61	0.44	0.19	0.31	ZNF404
1.36	1.09	0.64	0.58	0.73	0.67	0.58	0.44	0.14	0.07	0.02	0	RP11-15A1.3
0.49	0.93	0.69	0.92	0.32	0.22	0.36	0.26	0.21	0.09	0.05	0	RP11-15A1.2
29.79	26.49	25.7	23.9	29	35.09	37.18	36.04	31.1	14.83	1.98	0.64	ZNF45
5.85	3.91	3.97	2.73	4.02	2.96	3.47	4.5	2.92	1.19	0.06	0.17	ZNF221
6.37	5.5	5.41	3.5	4.67	5.94	6.87	6.02	5.69	3.04	0.82	0.25	ZNF155
0.52	0.36	0.43	0.39	1.01	0.76	0.86	0.82	0.64	0.2	0.02	0	RP11-15A1.7
5.46	6.21	6.48	3.98	17.21	11.92	12.59	12.51	13.38	8.56	1.13	0.7	ZNF230
0	0.03	0	0	0.02	0	0	0	0	0	0	0	AC067968.3
6.37	5.06	3.33	3.98	5.74	6.66	6.33	6.05	4.03	2.07	0.22	0.21	ZNF222
0	0	0	0	0	0	0	0	0	0	0	0	ZNF223
2.27	2.54	2.08	3.07	1.31	1.46	0.88	0.82	0.47	0.16	0.05	0	ZNF223.1
3.44	3.26	3.66	4.2	7.92	7.22	6.5	5.25	4.05	1.99	0.39	0.14	ZNF284
2.01	2.33	2.44	2.95	2.52	2.62	2.61	2.74	2.26	1.86	0.99	0.81	ZNF224
0.65	0.57	2.17	1.3	0.61	0.43	0.27	0.23	0.44	0.64	0.22	0.1	AC084219.3
0.13	0.03	0.12	0.34	0.97	1.08	1.14	0.72	0.53	0.39	0.03	0.07	AC084219.4
10.23	8.95	7.02	8.33	10.85	13.11	14.07	14.11	10.88	6.42	1.81	0.92	ZNF225
19.98	18.44	12.34	15.55	19.29	24.76	27.06	25.79	12.73	6.74	3.14	0.56	ZNF234
22.09	30.43	22.2	16.2	30.58	26.98	26.01	28.93	30.22	23.36	6.18	1.86	ZNF226
13.16	12.07	12.51	11.3	17.39	24.87	26.31	23.29	22.46	16.28	4.24	1.52	ZNF227
5.26	3.61	2.86	3.26	9.17	5.98	6.31	3.89	1.48	0.7	0.05	0.11	ZNF235
4.35	2.41	2.77	1.93	3.55	2.33	1.62	1.29	0.51	0.14	0.09	0.14	ZNF233
4.74	3.58	2.29	2.49	2.75	1.12	1.06	0.8	0	0.01	0	0	ZNF112
0	0	0	0	0	0	0	0	0	0	0	0	CTC-512J12.6
9.68	9.93	7.92	6.76	4.85	5.2	3.41	2.13	0.43	0	0.06	0	ZNF285
10.56	11.41	6.78	9	8.12	13.42	13.46	10.08	2.13	0.84	0.5	0	ZNF229
4.26	1.07	3.45	1.81	1.58	1.66	1.41	1.34	1.14	0.34	0.05	0.03	AC069278.4
22.32	20.96	24.28	24.07	18.82	23.26	20.8	22.02	13.12	5.47	0.65	0.15	ZNF180
0	0	0	0	0.06	0.47	0.43	0.7	1.14	1.53	1.08	0.18	AC138472.6
0	0	0	0	0.08	0	0.03	0.02	0	0	0	0	IGSF23
0.13	0.41	0.02	0	0.1	0.13	0.08	0.05	0.04	0	0	0	CTB-171A8.1
7.18	7.03	8.75	5.63	24.14	27.65	26.83	22.05	12.43	4.49	0.4	0.25	PVR
3.67	1.07	0.5	0.22	1.07	0.49	0.16	0.23	0.17	0.01	0	0	CEACAM19
0	0	0	0	0	0	0	0	0	0	0	0	CEACAM16
7.96	9.19	5.25	0.94	7.05	1.32	0.43	0.17	0.14	0.16	0.45	1.02	BCL3
0.03	0	0	0	0	0	0	0	0	0.03	0.02	0	CBLC
1.14	1.72	2.77	0.39	0.79	0.09	0.22	1.52	53.29	72.02	43.47	11.69	BCAM
21.77	19.89	24.94	9.49	20.86	4.23	2.5	2.02	1.94	1.87	0.54	0.67	PVRL2
0.03	0.03	0.38	0	0.14	0.02	0.04	0.1	0.14	0.04	0.02	0.01	CTB-129P6.4
3.22	6.76	10.43	16.18	19.91	32.31	18.32	11.27	5.26	3.56	1.15	0.65	TOMM40
0.03	0.22	0.21	7.05	1.47	7.03	5.91	5.23	1.97	0.84	0.23	0.07	APOE
0.13	1.4	4.49	69.58	48.63	116.93	85.29	60.78	21.52	4.84	1.3	0.36	APOC1
0	0	0	0	0	0	0	0	0	0	0	0	APOC4-APOC2
0	0	0	0	0	0	0	0	0	0	0	0	APOC4
0	0	0	0	0.02	0	0	0	0	0	0	0	APOC2
0.13	0.08	0.19	0.07	0.38	0.25	0.14	0.4	0.17	0.17	0.03	0.17	CTB-129P6.11
43.8	51.83	59.74	68.03	35.57	42.68	33.97	32.59	31.12	28.35	19.64	28.38	CLPTM1
2.05	2.3	0.54	1.4	4.22	1.9	1.19	0.65	0.75	1.73	10.47	27.02	RELB
3.41	6.29	3.26	3.31	18.46	17.3	15.05	16.4	16.27	13.5	13.46	27.19	CLASRP
1.04	1.56	1.32	1.69	7.96	13.06	9.53	6.09	0.37	0.2	0.23	0.32	ZNF296
0.45	0.05	0.07	0.12	0.26	0.13	0.05	0.02	0.01	0	0	0.11	CTB-179K24.3
4.35	5.01	4.89	7.58	18.72	28.41	24.08	17.85	9.82	6.87	3.58	4.09	GEMIN7
14.23	13.24	11.58	10.12	3.84	1.93	1.38	1.06	1.36	1.74	1.63	1.18	MARK4
1.07	1.31	1.04	1.55	2.57	2.4	1.44	1.41	2.11	1.66	0.46	0.53	PPP1R37
0.06	0.08	0	0.1	0.12	0.14	0.07	0.14	0.12	0.11	0	0.04	AC005757.6
0	0	0	0	0	0	0	0	0	0	0	0	AC005757.7
0.19	0.16	0.12	0.14	0.26	0.16	0.04	0.09	0.06	0.03	0.02	0.01	NKPD1
3.87	7.94	5.15	5.48	36.21	17.86	16.85	16.23	6.89	3.19	2.2	1.1	TRAPPC6A
6.43	6.49	5.13	5.48	40.37	28.63	29.68	27.02	21.36	17.4	12.17	12.36	BLOC1S3
0	0	0	0	0	0	0.01	0	0	0	0.03	0.08	AC005779.2
0	0.14	0	0	0.04	0	0	0	0	0	0	0.06	AC006126.3
0	0.05	0.24	0.77	1.49	0.34	0.08	0.05	0	0	0.02	0.06	EXOC3L2
0	0	0	0	0.1	0	0.01	0.03	0	0	0	0	AC006126.4
0.13	0.03	0.09	0.19	1.27	0.11	0.01	0.03	0.04	0.01	0	0.04	CKM
0	0	0.05	0.05	0.08	0.02	0.01	0.05	5.2	20.95	52.7	33.31	KLC3
0	0	0	0	0	0	0	0	0	0	0	0	L47234.1
12.44	13.6	12.39	17.89	27.1	37.48	35.14	33.69	17.37	13.97	12.54	4.22	ERCC2
1.2	1.18	1.35	1.01	0.83	0.33	0.59	0.85	1.66	1.86	0.93	0.67	PPP1R13L
1.36	2.16	1.56	4.13	4.2	12.16	11.12	10.01	1.76	0.54	0.71	0.9	CD3EAP
32.16	30.1	31.73	29.98	83.29	76.33	77.34	78.07	51.28	31.11	18.35	10.5	ERCC1
1083.28	912.83	429.58	271.4	30.86	3.09	1.21	1.01	0.67	1.83	2.91	6.11	FOSB
1.04	2.65	2.36	0.43	4.87	0.83	0.22	0.1	0.03	0.01	0.14	0.07	RTN2
4.19	1.75	0.87	0.7	2.22	0.99	0.52	0.4	0.12	0.17	0.15	0.17	PPM1N
10.59	13.13	15.18	12.72	33.97	11.56	5.46	3.23	2.18	3.37	3.59	4.02	VASP
10.46	12.61	15.79	19.41	29.16	28.41	29.78	29.33	16.82	11.26	3.44	4.05	OPA3
0	0	0	0	0	0	0	0	0	0	0	0	GPR4
1.04	1.04	0.64	0.94	29.73	18.51	21.03	20.17	4.96	2.16	0.56	0.15	EML2
0	0	0.02	0	0	0	0	0.03	0	0	0	0	C19orf83
0	0.19	0.05	0.12	21.19	2.29	1.67	1.15	0.19	0.21	0.33	0.22	GIPR
114.36	148.8	154.68	138.74	409.5	481.33	432.69	376.42	186.53	113.56	60.49	55.01	SNRPD2
0.81	1.34	1.58	2.1	12.7	6.32	3.48	2.58	0.21	0.16	0.2	0.26	QPCTL
5.65	6.73	5.06	6.54	5.27	4.64	2.81	2.36	1.91	1.96	4.69	6.07	FBXO46
0	0	0	0	0	0.09	0.1	0.12	0.01	0	0	0.01	AC074212.3
0	0	0	0	0.12	0.05	0	0	0	0	0	0	AC074212.5
0.03	0	0	0.14	0.4	0.74	0.58	0.33	0.12	0.04	0	0	SIX5
0	0.08	0.02	0.05	0.3	0.33	0.23	0.23	0.06	0.09	0.02	0.1	AC074212.6
0.19	0.14	0.8	0.75	1.53	3.11	2.58	3.04	3.38	2.93	1.25	1.82	DMPK
0	0	0	0	0	0	0	0	0	0	0	0	AC011530.4
0.78	0.88	0.47	3.5	2.77	5.91	3.18	2.81	4.96	5.69	3.56	2.53	DMWD
0	0	0	0.07	0	0.02	0.04	0.02	0.07	0.03	0.02	0.04	RSPH6A
23.49	25.56	23.48	27.59	64.91	62.76	50.43	52.44	37.75	32.31	17.7	13.59	SYMPK
0.62	1.61	0.52	0.89	0.73	0.58	0.32	0.19	0.25	0.21	0.09	0.13	AC092301.3
0.29	0.66	0.07	0	0	0	0.04	0.02	0	0.04	0	0	FOXA3
1.85	3.42	2.29	3.33	5.94	6.47	3.51	2.65	2.88	3.39	3.17	4.88	IRF2BP1
1.01	0.9	0.73	0.84	3.13	1.34	0.47	0.33	0.29	0.4	0.25	0.11	MYPOP
0	0	0	0	0	0	0	0.03	0	0	0	0	NANOS2
0.03	0	0.02	0	0	0	0	0	0	0	0	0.03	NOVA2
0.71	0.47	0.71	0.8	3.21	2.53	1.11	1.31	0.83	0.83	0.14	0.08	CCDC61
0	0.16	0	0	0.32	0.25	0.11	0.05	0.12	0.1	0.02	0.01	PGLYRP1
0.06	0.14	0.12	0.05	0.06	0.04	0.03	0.05	0.06	0.01	0	0	CTC-344H19.4
0.1	0	0	0.02	0	0	0	0	0.03	0	0	0.08	IGFL4
0	0	0	0	0.08	0.07	0.08	0.03	0	0.01	0.02	0	AC007193.6
0	0	0	0	0	0	0	0	0	0	0	0	IGFL3
0	0	0	0	0.55	0.4	0.01	0.02	0	0	0.03	0.1	IGFL2
0	0	0	0	0	0	0	0	0	0	0	0	AC006262.4
