Donor1_Day07_P1_Rep1	Donor1_Day07_P2_Rep1	Donor1_Day07_P3_Rep1	Donor1_Day07_P4_Rep1	Donor1_Day14_P5_Rep1	Donor1_Day14_P6_Rep1	Donor1_Day14_P7_Rep1	Donor1_Day14_P8_Rep1	Donor1_Day15_P5_Rep2	Donor1_Day15_P6_Rep2	Donor1_Day15_P7_Rep2	Donor1_Day15_P8_Rep2	Donor2_Day06_P1_Rep2	Donor2_Day06_P2_Rep2	Donor2_Day06_P3_Rep2	Donor2_Day06_P4_Rep2	Donor3_Day07_P1_Rep3	Donor3_Day07_P2_Rep3	Donor3_Day07_P3_Rep3	Donor3_Day07_P4_Rep3	Donor3_Day14_P5_Rep3	Donor3_Day14_P5_Rep4	Donor3_Day14_P6_Rep3	Donor3_Day14_P6_Rep4	Donor3_Day14_P7_Rep3	Donor3_Day14_P7_Rep4	Donor3_Day14_P8_Rep3	Donor3_Day14_P8_Rep4	genes
0	3	10	2	9	4	4	2	9	3	8	4	3	9	10	3	5	11	2	1	8	2	4	4	1	7	2	0	RP11-231C14.4
3229	115	3436	96	1481	9339	8787	10562	1027	7939	3066	9206	1938	2171	528	590	785	1656	2658	126	143	32	8423	4458	11379	6992	5429	6747	SPN
149	6	158	4	42	351	673	880	46	456	97	373	61	124	23	24	38	70	80	13	10	7	741	385	758	196	256	642	QPRT
3	4	6	5	3	1416	2171	159	4	210	579	185	2	6	10	6	11	12	3	9	4	3	112	23	372	326	43	48	C16orf54
0	2	0	0	0	15	18	0	1	0	38	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	AC009133.17
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	ZG16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AC009133.21
15393	888	15870	465	6982	6977	6051	10970	5035	6099	1771	5330	10939	9537	1449	2048	2066	7411	14981	970	599	467	8943	8536	9042	2206	5596	11089	KIF22
46	21	38	11	14	41	50	71	17	31	25	37	31	14	12	26	17	21	44	38	9	13	45	28	103	38	12	44	MAZ
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AC009133.15
2	6	1	1	1	1	2	0	1	0	0	2	4	1	0	1	0	1	0	2	1	0	2	0	5	0	1	1	AC009133.14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AC009133.20
1	4	0	0	0	5	9	2	0	7	4	1	0	1	2	0	1	0	0	0	1	2	3	0	5	3	1	0	PRRT2
58	6	75	1	27	59	108	139	13	39	4	62	24	29	8	16	10	26	89	2	2	2	40	18	171	19	27	78	PAGR1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PAGR1
27	5	18	10	13	62	58	49	20	40	5	33	13	18	15	8	23	22	19	3	13	6	38	22	64	14	25	25	AC009133.12
367	2672	485	2275	364	1395	742	718	1737	383	420	418	1163	186	2525	3254	3395	961	1446	2410	2623	1776	543	375	594	123	361	606	MVP
135	683	131	567	123	229	515	163	207	115	517	131	195	117	363	236	285	216	229	675	486	574	173	128	181	392	86	102	CDIPT
0	0	1	0	0	1	5	1	2	1	1	1	0	2	0	0	0	0	0	0	0	5	0	0	1	4	0	3	CDIPT-AS1
0	0	0	0	1	3	3	1	0	0	2	1	0	0	0	0	0	0	0	0	0	7	1	0	0	1	0	1	SEZ6L2
0	0	0	1	1	4	0	5	1	3	2	1	0	3	0	0	0	1	0	0	3	1	3	0	5	4	1	0	ASPHD1
58	31	60	55	43	181	308	122	44	105	190	137	46	53	44	31	25	43	69	72	34	54	126	69	185	213	123	114	KCTD13
8	0	6	0	1	10	11	9	2	9	5	7	4	5	0	2	0	1	6	0	0	0	5	3	9	4	6	8	CTD-2574D22.2
560	26	686	25	91	2464	2782	2133	71	1351	928	1119	120	283	48	76	47	118	257	42	24	9	1663	905	2133	704	744	1549	TMEM219
707	90	609	62	328	642	800	665	249	441	516	403	448	424	159	72	148	380	563	98	104	78	610	433	684	505	345	548	TAOK2
1442	92	1387	24	435	1178	981	1172	194	813	189	592	627	790	67	120	133	472	974	59	26	46	1046	1103	964	241	670	1106	HIRIP3
53	4	78	4	36	100	139	147	44	67	114	72	38	58	24	16	10	49	63	6	2	4	109	50	128	70	58	99	INO80E
0	0	0	0	0	5	22	6	1	0	14	0	1	0	0	3	1	1	1	0	0	0	0	1	2	5	0	0	DOC2A
3	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	C16orf92
8	0	6	0	5	9	2	2	4	0	4	1	3	4	0	0	0	5	13	0	0	0	4	7	0	4	1	2	FAM57B
11849	5934	13566	3782	3573	50660	35991	52446	3681	40500	6099	24804	6221	6071	2736	4112	3991	4560	8885	5560	2886	4850	51338	29703	55330	7935	17072	33967	ALDOA
735	597	894	387	570	874	1391	1228	426	693	641	879	574	619	362	472	353	542	1019	730	338	474	848	542	1434	798	690	900	PPP4C
6	20	1	3	1	25	18	9	3	6	14	13	7	6	9	12	6	2	3	33	11	4	8	10	4	11	5	10	TBX6
164	1218	134	801	292	96	211	23	795	21	460	22	466	134	992	536	628	419	530	1281	954	861	30	35	17	144	12	48	YPEL3
4	0	0	3	1	4	7	4	0	1	1	6	1	1	0	1	0	1	3	1	0	0	4	0	7	2	5	5	RP11-455F5.3
1	1	7	3	2	12	22	6	11	3	34	5	3	7	1	0	0	2	25	0	0	0	4	4	9	18	5	18	GDPD3
1	1	2	0	0	0	1	0	2	1	0	0	3	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	RP11-455F5.4
96	3	109	5	56	144	325	147	68	71	198	78	160	51	23	23	32	59	147	7	2	6	82	76	107	123	40	107	MAPK3
36	5	40	56	24	13483	10494	347	40	672	3331	199	24	22	24	27	41	28	30	54	17	28	422	195	794	417	98	156	CORO1A
0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	RP11-455F5.5
8	1	10	0	3	27	24	44	3	35	11	16	5	8	1	4	4	3	7	2	0	1	62	33	34	31	17	26	BOLA2B
0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1	1	0	1	3	SLX1A
7	0	5	0	2	18	13	15	0	12	10	11	1	6	1	1	1	1	1	1	0	1	38	25	17	13	10	16	SULT1A3
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	RP11-347C12.3
5	7	4	1	1	1	7	2	4	0	5	0	9	5	1	4	6	5	4	8	2	2	2	2	8	3	0	4	RP11-347C12.1
1496	602	1714	386	502	2796	2175	2586	405	1987	512	1551	938	899	363	434	498	732	1374	614	362	539	2517	1687	2710	580	1248	2085	CD2BP2
18	7	20	3	8	43	22	41	6	36	13	31	15	13	2	2	3	15	17	1	3	1	32	20	46	5	6	37	RP11-347C12.10
804	208	840	187	355	621	1077	734	309	407	533	356	632	407	202	188	184	440	760	185	153	203	628	462	733	465	302	673	TBC1D10B
3	4	1	0	1	29	43	4	1	1	29	3	2	0	1	2	2	0	1	5	0	0	1	1	7	13	0	1	MYLPF
6	1	2	0	2	49	112	37	3	29	55	17	4	1	0	0	1	1	1	0	2	0	35	22	27	26	12	25	ZNF48
0	0	4	0	0	37	58	8	0	6	35	3	0	2	0	1	1	4	1	0	0	0	10	2	3	7	1	1	SEPT1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SEPT1
49	15	54	29	15	202	245	258	19	167	44	121	17	21	10	17	5	11	25	26	17	28	172	113	289	64	71	200	ZNF771
518	6	557	3	66	2666	2824	3813	12	3297	544	1821	61	283	4	11	9	54	128	2	1	2	3776	1629	4560	1127	1127	1991	DCTPP1
141	284	148	230	88	840	1049	704	38	657	403	646	70	187	47	83	63	132	121	421	123	443	433	217	1320	524	360	337	SEPHS2
9	9	4	22	7	2572	1998	11	8	87	4020	20	7	20	14	14	11	22	9	22	7	15	38	7	69	228	1	1	ITGAL
0	0	0	0	0	22	11	0	0	0	17	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	RP11-297C4.2
1	0	0	0	0	0	4	0	1	0	13	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	RP11-297C4.3
0	1	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-297C4.1
86	81	91	19	44	222	360	294	41	163	180	132	54	55	40	39	39	58	69	75	49	51	169	126	286	298	92	145	ZNF768
128	102	117	49	110	224	312	185	92	140	107	150	99	127	55	35	44	128	151	95	47	77	161	115	213	191	92	118	ZNF747
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZNF747
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AC002310.13
16	4	21	4	11	63	93	45	8	49	20	27	12	23	5	7	13	8	18	16	3	6	52	22	52	52	16	25	AC002310.12
277	185	311	91	182	302	382	334	118	225	85	223	168	228	102	97	128	193	331	163	105	101	271	216	299	138	147	247	ZNF764
56	0	77	7	47	68	119	62	19	43	131	41	44	73	14	1	6	41	75	2	6	12	38	42	76	68	24	59	ZNF688
7	0	7	2	5	3	3	3	1	5	1	2	5	4	0	0	0	5	1	2	3	0	5	11	8	7	5	4	AC002310.7
29	3	37	4	21	55	58	28	10	29	33	36	21	32	8	3	1	25	35	4	1	3	25	27	44	46	24	20	ZNF785
2	0	5	0	9	11	9	3	1	4	6	1	5	4	1	0	0	2	4	0	1	0	6	2	4	3	0	3	RP11-146F11.5
661	166	633	68	164	768	731	886	77	660	146	455	288	372	78	75	101	187	386	65	52	68	776	555	925	235	429	806	ZNF689
794	707	771	233	434	459	825	812	276	441	739	394	459	584	190	259	206	463	708	705	192	254	573	440	722	673	302	727	PRR14
369	1224	289	488	214	452	649	429	242	229	363	243	311	191	457	464	486	272	424	1305	460	528	367	222	410	335	155	346	FBRS
13	20	11	13	6	15	23	12	4	11	12	7	10	7	6	10	9	5	22	33	7	14	17	15	21	27	5	20	RP11-146F11.1
3509	3431	3513	1625	1852	3999	5056	4588	1733	3772	2874	3472	2615	2652	2009	1643	2176	2348	3703	2896	1565	1845	4565	3196	4817	3615	2603	3710	SRCAP
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	RP11-2C24.4
961	229	1007	150	498	941	1413	1337	400	807	835	722	653	679	266	195	238	536	945	254	166	179	1223	879	1134	652	642	1205	PHKG2
45	4	42	0	19	44	101	24	13	11	20	20	30	19	11	9	7	19	61	2	4	0	16	27	32	19	14	26	C16orf93
3571	2221	3986	1589	1273	2350	2290	5026	1241	2564	642	2145	2375	1960	1605	2079	2451	1800	3197	2022	1314	1599	3811	3042	4225	947	2156	4019	RNF40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-2C24.6
72	6	74	1	15	189	167	241	6	162	46	156	13	37	4	7	1	18	32	0	3	4	155	99	226	52	113	150	ZNF629
59	0	47	0	16	46	149	96	27	59	95	77	27	27	4	8	2	21	48	2	2	1	59	44	91	177	49	67	BCL7C
16	7	9	5	17	13	39	43	2	15	16	15	14	12	2	9	6	3	10	2	3	4	23	13	47	40	11	21	MIR4519
0	0	0	1	0	13	23	2	0	6	12	2	0	1	0	1	0	0	2	0	0	0	5	0	3	7	1	3	CTF1
65	40	93	15	67	151	181	98	42	58	97	100	84	79	46	20	38	78	86	48	20	23	63	82	99	96	72	75	FBXL19-AS1
0	1	0	0	0	11	39	15	1	16	121	9	0	0	0	1	0	2	4	0	1	1	8	4	12	58	2	5	FBXL19
80	58	61	46	24	571	1050	355	86	169	674	255	59	49	68	78	81	65	68	53	88	43	196	147	276	315	162	239	ORAI3
134	185	111	90	128	164	382	377	76	232	398	263	116	114	127	67	111	129	132	217	87	93	252	145	319	639	168	271	SETD1A
275	183	364	80	61	1825	1054	2851	67	578	253	484	177	103	74	116	122	116	250	189	77	103	1012	685	2261	149	486	2268	HSD3B7
0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	AC135048.1
8	18	5	2	6	28	44	10	1	11	30	6	3	4	6	2	7	5	3	5	5	1	14	15	17	34	8	7	STX1B
270	1205	330	408	254	589	637	743	400	444	422	485	394	238	558	643	722	349	544	1186	431	476	546	296	692	295	346	467	STX4
3	84	1	35	6	8	10	0	21	1	20	4	4	2	48	32	28	9	14	79	39	36	2	2	0	9	4	2	RP11-196G11.2
199	210	292	72	71	312	332	576	64	396	99	250	138	118	69	121	116	111	239	130	59	49	444	260	651	182	213	460	ZNF668
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZNF668
1	0	0	2	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	1	2	0	0	0	0	2	0	0	AC135050.5
655	917	750	484	365	683	673	879	398	634	411	628	424	529	565	489	577	495	678	777	481	666	819	639	754	422	576	929	ZNF646
9	4	9	0	2	6	15	7	2	11	5	6	5	6	3	2	0	7	4	9	3	7	5	9	6	5	14	13	PRSS53
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-196G11.1
116	15	117	9	33	421	718	429	13	185	285	149	52	43	10	10	10	40	92	21	3	7	299	187	413	232	86	333	VKORC1
1465	927	1531	612	446	2875	2602	3125	583	2072	452	1390	795	756	461	554	560	689	1211	859	489	712	2641	1531	3151	458	1163	2328	BCKDK
143	110	141	90	103	229	398	236	117	165	267	190	123	150	95	60	55	124	159	90	77	103	235	179	242	299	104	193	KAT8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-388M20.2
5	2	2	0	0	2	12	7	0	10	7	6	0	2	0	0	1	0	1	0	1	1	8	4	6	0	0	2	PRSS8
4	0	0	0	0	27	23	4	1	3	14	4	1	2	0	0	0	3	0	0	0	0	8	3	17	9	5	6	PRSS36
5848	948	6232	227	1727	8816	8352	12448	1165	10219	2330	6863	2855	3513	620	628	769	2116	4133	718	322	329	12826	8508	12873	4255	5308	9208	FUS
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-388M20.6
4	1	2	1	1	3	7	2	2	5	5	2	2	1	1	2	0	0	2	0	0	1	1	6	1	7	2	5	RP11-388M20.1
3	1	1	3	0	1199	1530	44	7	86	761	26	2	1	4	8	8	3	8	7	3	3	46	11	105	205	5	18	PYCARD
0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C16orf98
0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	6	0	2	0	0	0	0	0	0	TRIM72
0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	PYDC1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	RP11-388M20.9
10	43	3	32	18	2305	855	13	24	74	1293	36	59	9	42	81	76	38	49	56	5	26	27	7	62	91	6	8	ITGAM
11	10	14	35	8	913	666	1	25	6	1904	9	13	4	39	11	6	35	16	3	16	8	3	0	4	81	4	0	ITGAX
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ITGAD
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COX6A2
1	11	1	4	3	5	0	0	4	1	1	1	3	0	5	2	0	4	1	4	7	4	0	0	4	3	0	0	ZNF843
49	17	49	9	40	72	151	39	32	16	45	28	16	37	26	11	17	54	44	5	16	4	29	24	24	30	19	33	RP11-452L6.1
31	2	38	6	22	60	89	57	36	39	47	34	37	41	23	26	20	53	39	5	17	2	39	29	54	24	31	44	RP11-452L6.5
345	106	414	52	217	497	1276	541	186	250	824	330	267	242	139	129	80	340	422	159	43	27	280	193	572	307	332	371	ARMC5
101	22	150	10	53	130	59	28	42	7	6	10	116	78	19	41	56	78	137	13	18	8	22	26	17	8	15	56	TGFB1I1
2	3	7	6	1	5	1	4	8	2	2	1	4	2	7	4	11	8	9	5	2	5	5	10	10	2	2	4	SLC5A2
0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	AC026471.6
540	101	719	95	411	349	480	752	385	302	79	385	484	495	323	368	298	563	692	112	140	77	499	418	597	127	507	734	C16orf58
20	10	15	13	13	10	13	14	29	4	7	10	22	11	39	18	15	29	31	11	17	9	17	10	19	9	13	20	RP11-452L6.7
134792	17938	136433	19058	80404	2168	1736	36655	77802	7133	61	14530	154095	85149	73451	73570	91790	108037	188603	22196	24235	5424	22963	42193	19009	6138	22522	49411	AHSP
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTD-2014E2.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTD-2014E2.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTD-2358C21.3
34	0	27	0	10	35	33	33	11	18	31	12	15	12	0	1	0	18	24	1	0	0	30	23	36	21	12	37	CTD-2358C21.4
335	113	380	83	159	311	257	413	134	210	105	226	233	223	103	91	161	181	275	60	87	31	447	265	387	147	245	331	ZNF720
1279	172	1343	157	449	1301	1038	1644	294	1021	248	1039	611	717	181	160	220	525	816	236	133	214	1544	1148	1577	406	873	1236	ZNF267
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AC142381.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-17M15.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-56L13.7
0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	TP53TG3D
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-56L13.1
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-626K17.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	RP11-586K12.11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-586K12.10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TP53TG3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-586K12.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	RP11-586K12.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-67H24.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-989E6.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-989E6.8
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-19N8.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-19N8.7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-1437A8.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TP53TG3C
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-1437A8.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-1437A8.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TP53TG3B
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-1437A8.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-23E10.3
0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	RP11-989E6.10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-23E10.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-812E19.9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-812E19.7
5	2	2	1	1	3	3	2	0	0	2	5	0	0	0	0	1	2	1	2	1	1	1	1	0	0	2	1	LINC00273
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTD-2144E22.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTD-2144E22.5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTD-2144E22.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-244B22.11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-488I20.9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-244B22.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-488I20.8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-488I20.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-80F22.14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-80F22.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-80F22.15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-14K3.7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5S_rRNA
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-352B15.2
5838	172	6781	46	1905	2799	1333	3855	1042	2148	365	2008	3019	3454	264	651	647	2180	4436	176	65	23	3439	3582	3103	416	2516	4037	SHCBP1
0	0	1	0	0	1	2	1	0	1	2	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	RP11-46D6.1
3276	2989	4144	1702	1162	6171	3903	7662	1569	5362	550	3563	2362	2159	1600	2543	3601	1788	3126	3218	1466	1626	7117	3954	7425	914	3081	5326	VPS35
2490	75	2706	5	903	1556	946	2337	331	1627	373	1455	897	1678	95	82	157	814	1369	52	26	21	2125	2043	1899	929	1357	2321	ORC6
0	0	0	0	0	0	1	0	0	4	1	0	0	3	0	0	0	3	0	0	0	0	0	2	1	3	0	0	RP11-480G7.1
3	5	3	0	1	3	2	9	1	11	1	4	12	1	0	2	1	3	6	1	0	10	21	8	17	4	1	18	MYLK3
112	33	158	30	88	302	169	275	59	235	66	369	46	112	50	13	27	105	78	26	26	41	349	200	286	126	224	180	C16orf87
72	5	44	2	7	335	628	37	3	111	267	27	25	19	8	3	12	11	36	1	3	7	81	37	143	105	21	28	GPT2
1524	3597	1828	2139	739	2512	1395	3600	1055	2914	229	2539	1122	1147	1375	1791	2621	1051	1558	3784	1589	2436	3577	2115	3521	591	1707	2145	DNAJA2
11	2	12	0	3	5	13	16	4	8	4	5	8	3	2	2	1	6	3	0	0	0	20	11	11	14	3	6	RP11-169E6.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-169E6.4
17	5	8	0	5	59	228	15	6	14	124	13	30	11	5	2	0	3	22	3	3	3	9	2	22	67	10	9	NETO2
1	0	3	0	0	0	5	0	1	4	5	5	0	3	0	0	0	0	0	0	0	1	0	1	2	6	0	1	RP11-329J18.2
2045	179	2446	176	775	2175	1331	2358	560	1332	183	1302	1081	1248	462	500	543	974	1635	160	200	59	2075	1786	2317	425	1358	1949	ITFG1
4	0	6	0	4	14	14	1	6	5	5	3	9	14	4	0	0	14	6	0	1	0	11	6	5	16	4	8	RP11-329J18.3
33	1	32	4	17	25	33	17	27	20	26	6	18	25	13	7	6	43	59	5	7	0	40	18	19	39	10	36	RP11-474B12.1
2765	229	3073	482	1640	2287	2087	3849	1768	2179	632	1930	2266	1931	1303	1005	1281	2151	2938	244	574	178	2941	2351	3007	1002	1705	2938	PHKB
1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	3	RP11-523L20.2
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	AC140542.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-523L20.1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ABCC12
1	0	5	0	5	4	5	0	0	1	3	9	1	3	4	0	0	2	5	0	9	0	2	0	1	2	1	0	ABCC11
2886	176	3263	136	957	2534	1989	4903	716	2572	495	2283	1519	1903	514	435	643	1512	2111	167	184	132	4135	3246	4165	713	2181	4039	LONP2
76	65	57	113	97	83	76	60	70	55	81	97	46	111	71	21	23	104	70	59	39	61	64	61	74	172	74	65	SIAH1
257	41	225	59	160	252	411	360	114	211	310	231	198	213	87	50	67	189	274	58	43	25	301	170	329	333	117	245	N4BP1
5	0	11	0	2	3	6	5	3	4	0	5	6	1	1	2	5	6	9	3	3	0	9	1	10	5	0	2	RP11-44I10.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTC-527H23.2
0	0	0	0	0	4	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-42I10.1
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTC-527H23.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTC-527H23.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-22D3.1
