GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_ION_TRANSPORT	1245	93	7.41258556831e-06	0.000281172246345	KCNAB2:SLC30A2:ADC:GJA4:MFSD2A:CHRNB2:FCER1G:SFXN3:KCNIP2:CALHM2:ANO9:EFCAB4A:TCN1:CATSPER1:PITPNM1:KCNE3:TRPC6:APOA1:GRIK4:SLC37A2:SLC6A13:CACNA2D4:CACNB3:AQP2:SLC39A5:HVCN1:TPCN1:SLC8B1:SCARB1:NMB:ATP2A1:CORO1A:CETP:NOL3:KCNAB3:TRPV2:CCL5:LASP1:CACNB1:WNK4:SLC35B1:ABCC3:BZRAP1:GRIN2C:SLC16A5:SLC16A3:SLMO1:GIPC1:TMEM38A:SLC27A1:CEACAM1:KCNJ14:PPFIA3:TRPM4:TTYH1:RAMP1:ANO7:SLC4A11:SLC9A8:SLC17A9:GRIK1:KCNE1:TRPM2:CCR1:CCR5:CACNA1D:SLC15A2:SLC12A8:CP:ATP13A4:SLC51A:MFI2:MFSD10:SLC2A9:ALB:ACSL1:SLC9A3:SLCO4C1:SLC26A2:SLC26A8:SLC17A5:ENPP3:STX1A:TMEM66:CHRNA6:JPH1:TRPM6:SURF1:CACFD1:SLC2A6:PRAF2:HEPH:ABCD1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ION_TRANSPORT
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	482	45	7.41594968943e-06	0.000281172246345	FGR:TMEM39B:S100A8:FCER1G:PRF1:SLC35C1:PRG2:UNC93B1:TIRAP:IL23A:OASL:RNASE3:CEBPE:CTSG:BATF:B2M:PYCARD:NOD2:NLRC5:HP:COTL1:EPX:LPO:SERPINB10:AZU1:ELANE:BST2:GMIP:C5AR1:ADAM17:GNLY:CEBPB:CCR2:TLR9:TLR9:STAB1:PRKCD:MYLK:CPA3:SPON2:PPBP:ANXA3:IL4:REEP2:TLR4:CARD9	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1030	80	7.60704883996e-06	0.00028597346317	TNFRSF18:TNFRSF4:FGR:PTAFR:PTGER3:JTB:SLAMF1:ADAM8:PRKCDBP:CLCF1:TRPC6:TIRAP:ADCY6:IL23A:RIPK3:GPR65:THBS1:ANXA2:CSPG4:PYCARD:NOD2:CAMKK1:PIK3R6:KSR1:UNC119:CCL2:CCL5:CCL23:ERN1:FAM20A:CD300A:CSNK1D:AZU1:ELANE:GADD45B:P2RY11:ICAM1:SLC27A1:CRLF1:MAP3K10:TEX101:PLAUR:GIPR:PTGIR:PRKD2:C5AR1:C5AR2:FPR1:ADAM17:MAPRE3:TGFA:ALS2:INHA:RAMP1:LIF:CARD10:PDGFB:CAMK1:CCR1:TLR9:TLR9:PRKCD:DOK7:PF4:ACSL1:THBS4:IL4:ADRB2:CSF1R:CAV2:BMP1:CLU:VLDLR:GADD45G:TLR4:HSPA5:CDK9:CARD9:NSMF:CXCR3:FAM58A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GO_REGULATION_OF_ION_TRANSPORT	588	52	8.03739921035e-06	0.000296456989557	KCNAB2:RNF207:PTAFR:PTGER3:CHRNB2:ACTN2:KCNIP2:ANO9:EFCAB4A:PACSIN3:CATSPER1:P2RY2:KCNE3:TRPC6:CACNA2D4:CACNB3:HVCN1:TPCN1:THBS1:CAPN3:B2M:CORO1A:NETO2:CYBA:KCNAB3:TRPV2:CCL2:CCL5:CACNB1:WNK4:ICAM1:TEX101:KCNJ14:TTYH1:SERPINE2:SNTA1:KCNE1:PDGFB:CCR1:TLR9:TLR9:PRKCD:CACNA1D:PXK:MYLK:SLC9A3:IL4:ADRB2:TMEM66:CHRNA6:JPH1:TOR1A:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ION_TRANSPORT
GO_NEGATIVE_REGULATION_OF_CELL_ADHESION	221	26	8.05019264026e-06	0.000296456989557	PTGER3:TNFAIP8L2:LAX1:HLX:IL2RA:LPXN:APOA1:MMP14:THBS1:CD276:ALOX12:CD300A:ARHGDIA:NFKBID:CEACAM1:SERPINE2:CEBPB:LGALS1:PLXNB1:PRKCD:MFI2:IL4:SPOCK1:ADRB2:GNRH1:ARHGAP6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CELL_ADHESION
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	528	48	8.08640571155e-06	0.000296456989557	FGR:PTAFR:FCGR1A:CTSK:MNDA:FCER1G:LAX1:CR1:HLX:ADAM8:CLCF1:UNC93B1:TIRAP:C3AR1:CACNB3:IL23A:CTSG:B2M:PYCARD:ITGAM:NOD2:NLRC5:PLD2:TNFSF13:CCL5:CD226:ELANE:FCER2:PRKD2:C5AR1:HCK:ELMO2:ITGB2:CCR2:TLR9:TLR9:PRKCD:SPON2:IL4:CD14:ACTB:MYO1G:LIMK1:CLU:LY96:TLR4:CARD9:C8G:VSIG4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE
GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	12	5	8.65073926454e-06	0.000314546552275	CTSG:AZU1:ELANE:CCR2:ALB	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	342	35	8.76659995017e-06	0.000316167783569	CD52:PTGER3:S1PR1:S100A8:P2RY2:TRPC6:C3AR1:CACNB3:SLC39A5:TPCN1:SLC8B1:NMB:ATP2A1:NOL3:CCL2:CCL5:CCL23:FAM20A:HRH4:ELANE:TBXA2R:LPAR2:GIPR:C5AR1:TRPM4:TRPM2:CCR3:CCR1:CCR2:CCR5:GATA2:ATP13A4:JPH1:CALB1:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS
GO_REGULATION_OF_WOUND_HEALING	126	18	8.92937705435e-06	0.000319441263009	PTGER3:F3:FCER1G:PLAU:THBS1:CAPN3:ANXA2:ALOX12:PLAUR:SERPINE2:PDGFB:PRKCD:MYLK:HPSE:ADRB2:F12:TLR4:GSN	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_WOUND_HEALING
GO_INTRACELLULAR_SIGNAL_TRANSDUCTION	1559	111	9.24844270684e-06	0.00032820873478	SPSB1:PTAFR:PLK3:ACOT11:TGFBR3:RHOC:LAX1:ACTN2:IL2RA:DLG5:STK32C:EPS8L2:CTR9:DGKZ:PTGDR2:LGALS12:RASGRP2:CDC42BPG:CLCF1:APOA1:STK38L:ADCY6:STAC3:RASAL1:DIABLO:RASL11A:ARL11:RAB20:RIPK3:BATF:CRIP1:CRIP1:SHC4:DAPK2:CSPG4:ST20:CDIP1:SOCS1:ATP2A1:PYCARD:NOD2:NOL3:TAX1BP3:PLD2:KSR1:CCL2:CCL5:RAPGEFL1:NKIRAS2:WNK4:ARL4D:ARL17B:ERN1:GRIN2C:RAC3:RAB31:SMAD7:AZU1:HMHA1:TBXA2R:CAPS:TNFSF14:P2RY11:GMIP:TYROBP:MAP3K10:AXL:PRKD2:FPR1:NLRP12:EPS8L1:ALS2:SCG2:NEURL2:CEBPB:LIF:CSF2RB:CARD10:PDGFB:CELSR1:IL5RA:CCR2:CCR5:PLXNB1:GPX1:PCBP4:TLR9:TLR9:PRKCD:KALRN:GFRA3:CD14:CSF1R:NDST1:RGS14:RGL2:RAB44:TREML1:MYO6:LIMK1:CLU:LY96:NPR2:TLR4:GSN:CARD9:CSF2RA:IL3RA:ARHGAP6:BMX:CXCR3:RAB33A:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_INTRACELLULAR_SIGNAL_TRANSDUCTION
GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	74	13	9.62931314475e-06	0.000339012961191	PTGER3:FCER1G:CR1:ADAM8:C3AR1:VIMP:CCL5:C5AR1:C5AR2:CCR2:IL4:F12:C8G	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE
GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	31	8	1.00549172406e-05	0.00034846572562	PTAFR:SCARB1:CCL2:CCL5:HCK:CD14:LY96:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY
GO_REGULATION_OF_PLATELET_ACTIVATION	31	8	1.00549172406e-05	0.00034846572562	PTGER3:FCER1G:ALOX12:SERPINE2:PDGFB:PRKCD:ADRB2:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PLATELET_ACTIVATION
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	139	19	1.07562660708e-05	0.000369882141783	S100A13:SLAMF1:FCER1G:BATF:CORO1A:PYCARD:MILR1:SBNO2:ICAM1:TYROBP:IL18R1:LGALS1:CX3CR1:GATA2:PPBP:ANXA3:IL4:LFNG:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS	18	6	1.14378332727e-05	0.000390294064598	TNFRSF8:THBS1:AZU1:CCR2:TLR4:CARD9	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS
GO_CELLULAR_HOMEOSTASIS	673	57	1.17421019617e-05	0.000397618048108	CD52:PTGER3:S1PR1:S100A8:QSOX1:PLAU:P2RY2:TRPC6:C3AR1:CACNB3:AQP2:SLC39A5:TPCN1:SLC8B1:RAB20:CAPN3:NMB:VIMP:ATP2A1:NOL3:CYBA:CCL2:CCL5:CCL23:ERN1:HRH4:ELANE:TBXA2R:ICAM1:LPAR2:GIPR:C5AR1:TRPM4:HAAO:SLC4A11:SLC9A8:TRPM2:AIFM3:NCF4:LGALS1:CCR3:CCR1:CCR2:CCR5:GPX1:GATA2:CP:ATP13A4:SLC26A2:HK3:SLC26A8:NCF1:STAR:JPH1:CALB1:HEPH:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_HOMEOSTASIS
GO_HOMEOSTATIC_PROCESS	1328	97	1.20641361631e-05	0.000405428091057	CROCC:CD52:PTGER3:TGFBR3:S1PR1:CTSK:HRNR:S100A8:QSOX1:IL2RA:PLAU:CDHR1:SFXN3:NR1H3:SPI1:BBS1:P2RY2:TRPC6:APOA1:C3AR1:ADCY6:CACNB3:AQP2:SLC39A5:TPCN1:SLC8B1:SCARB1:RAB20:TEP1:RIPK3:CAPN3:B2M:NMB:VIMP:ZG16B:ATP2A1:CORO1A:NOD2:CETP:NOL3:CYBA:ALOX12:CCL2:CCL5:CCL23:WNK4:HOXB6:ERN1:FAM20A:RAC3:HRH4:ELANE:TBXA2R:TNFSF14:ICAM1:LPAR2:CEBPA:AXL:GIPR:C5AR1:TRPM4:HAAO:EPAS1:INHA:SLC4A11:SLC9A8:TRPM2:AIFM3:NCF4:LGALS1:CCR3:CCR1:CCR2:CCR5:GPX1:TLR9:TLR9:GATA2:CP:ATP13A4:MFI2:ALB:SLC9A3:TERT:ADRB2:SLC26A2:HK3:SLC26A8:ACTB:NCF1:TEX15:STAR:JPH1:CALB1:TLR4:GK:HEPH:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_HOMEOSTATIC_PROCESS
GO_SECRETION	582	51	1.24774951427e-05	0.000416166680098	SYTL1:S100A13:FCER1G:F5:QSOX1:LAX1:ACTN2:SRGN:APOA1:CD9:TNFAIP2:THBS1:ANXA2:NMB:DOC2A:CORO1A:STX1B:NOD2:SMPD3:CCL5:ARL4D:BZRAP1:MILR1:LLGL2:RAB31:PIP5K1C:GIPC1:AXL:EXOC3L2:PPFIA3:A1BG:SCG2:SERPINE2:HCK:SLC17A9:PDGFB:CCR1:GATA2:ALB:PF4:PPBP:ANXA3:HRH2:F13A1:SYTL3:MYO1G:STX1A:CLU:TLR4:TMSB4X:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_SECRETION
GO_NEGATIVE_REGULATION_OF_COAGULATION	48	10	1.29087024685e-05	0.000427335851868	PTGER3:PLAU:ANXA2:ALOX12:PLAUR:SERPINE2:PDGFB:PRKCD:ADRB2:F12	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_COAGULATION
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	1351	98	1.44641675218e-05	0.000475281830568	PADI2:CNR2:IFI6:PTGER3:TGFBR3:TNFAIP8L2:SLAMF1:QSOX1:LAX1:CR1:HLX:IL2RA:UNC5B:PLAU:PRKCDBP:SLC35C1:NR1H3:LPXN:TBC1D10C:APOA1:HYOU1:PRICKLE1:RASAL1:MMP14:THBS1:ANXA2:SMAD6:CD276:VIMP:GLIS2:SOCS1:PYCARD:NLRC5:GPR97:NOL3:HP:TAX1BP3:ALOX12:CCL2:CCL5:CD300A:METRNL:SMAD7:ELANE:ICAM1:EPS15L1:BST2:NFKBID:CEACAM1:PLAUR:GIPR:PTGIR:C5AR2:NLRP12:ADAM17:RNF149:IL1RL1:TNFAIP6:IGFBP2:SCG2:SERPINE2:GPC1:CPNE1:SNAI1:RTN4R:LIF:PDGFB:CX3CR1:CCR2:GPX1:TLR9:TLR9:PRKCD:GATA2:ZFYVE28:HTRA3:PF4:SPP1:TERT:FST:FBN2:IL4:CD14:ARAP3:SPRY4:ADRB2:RGS14:F12:LEMD2:DLK2:NT5E:LFNG:CAV2:CLU:LY96:HEY1:RRM2B:TLR4:HSPA5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	13	5	1.54123566165e-05	0.0004954290866	FCER1G:CD9:CCL2:CCL5:ITGB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS
GO_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	13	5	1.54123566165e-05	0.0004954290866	SPI1:AZU1:PF4:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS
GO_LIPOXYGENASE_PATHWAY	13	5	1.54123566165e-05	0.0004954290866	ALOX5:ALOX5AP:ALOX12:GPX1:HPGD	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LIPOXYGENASE_PATHWAY
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	49	10	1.59298252309e-05	0.000508379170678	P2RY2:TIRAP:PYCARD:AZU1:ADAM17:IL1RL1:TLR9:TLR9:IL4:CSF1R:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	143	19	1.65096549114e-05	0.000523120208478	CNR2:TNFAIP8L2:CR1:IL2RA:NR1H3:APOA1:CD276:VIMP:NLRC5:METRNL:ELANE:NLRP12:TNFAIP6:CX3CR1:GPX1:PRKCD:IL4:ADRB2:NT5E	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE
GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	19	6	1.73605871185e-05	0.00054618130821	VIMP:NOD2:CCL2:FCER2:TLR9:TLR9:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS
GO_ION_HOMEOSTASIS	574	50	1.75612173049e-05	0.000548602534962	CD52:PTGER3:S1PR1:S100A8:SFXN3:P2RY2:TRPC6:APOA1:C3AR1:CACNB3:SLC39A5:TPCN1:SLC8B1:RAB20:B2M:NMB:ATP2A1:CETP:NOL3:CCL2:CCL5:CCL23:WNK4:FAM20A:HRH4:ELANE:TBXA2R:LPAR2:GIPR:C5AR1:TRPM4:EPAS1:SLC4A11:SLC9A8:TRPM2:CCR3:CCR1:CCR2:CCR5:GATA2:CP:ATP13A4:MFI2:SLC9A3:SLC26A2:SLC26A8:JPH1:CALB1:HEPH:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ION_HOMEOSTASIS
GO_REGULATION_OF_PHAGOCYTOSIS	68	12	1.77123426242e-05	0.000549454208958	FGR:FCER1G:SCARB1:PYCARD:CYBA:PLD2:CCL2:CD300A:AZU1:PRTN3:HCK:GATA2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PHAGOCYTOSIS
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	26	7	1.96648279676e-05	0.000601886283897	ADAM8:PYCARD:TMEM102:CCL5:TNFSF14:ADAM17:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	133	18	1.9673920461e-05	0.000601886283897	F3:C3AR1:CELA1:THBS1:ALOX12:PIK3R6:CCL5:TBXA2R:PRKD2:C5AR1:ITGB2:PDGFB:CX3CR1:CCR3:CCR2:GATA2:ANXA3:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT
GO_REGULATION_OF_VASCULATURE_DEVELOPMENT	233	26	2.11996344217e-05	0.000640978367726	F3:WT1:C3AR1:CELA1:THBS1:ALOX12:PIK3R6:CCL2:CCL5:TBXA2R:PRKD2:C5AR1:ITGB2:LIF:PDGFB:CX3CR1:CCR3:CCR2:STAB1:GATA2:PF4:ANXA3:THBS4:ADRB2:HEY1:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_VASCULATURE_DEVELOPMENT
GO_CALCIUM_ION_TRANSPORT	220	25	2.12407168746e-05	0.000640978367726	GJA4:CHRNB2:EFCAB4A:CATSPER1:TRPC6:CACNA2D4:CACNB3:TPCN1:SLC8B1:ATP2A1:CORO1A:NOL3:TRPV2:CCL5:CACNB1:TRPM4:RAMP1:TRPM2:CCR1:CCR5:CACNA1D:TMEM66:JPH1:TRPM6:CACFD1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CALCIUM_ION_TRANSPORT
GO_REGULATION_OF_CELL_PROLIFERATION	1487	105	2.27685167185e-05	0.000682440136238	TNFRSF18:TNFRSF4:CHD5:TNFRSF8:FGR:PTAFR:PTPRU:TFAP2E:TGFBR3:F3:S1PR1:S100A11:S100A13:JTB:CHRNB2:MNDA:SLAMF1:TBX19:HLX:IL2RA:PLAU:DLG5:WT1:PTGDR2:LTBP3:CLCF1:TIRAP:CD9:C3AR1:CELA1:IL23A:RIPK3:JAG2:THBS1:SHC4:CCPG1:ALDH1A2:ANXA2:SMAD6:CD276:NMB:FES:CORO1A:PYCARD:NOD2:CYBA:TAX1BP3:ALOX12:TNFSF13:TRPV2:CCL2:CCL5:CCL23:IKZF3:CD300A:PRTN3:ELANE:CRLF1:CEBPA:CLC:PTGIR:PRKD2:C5AR1:C5AR2:TRPM4:CLEC11A:CD33:ADAM17:TGFA:IL1RL1:DPP4:IGFBP2:CXCR2:INHA:SCG2:SERPINE2:HCK:CEBPB:LIF:PDGFB:CX3CR1:CCR3:CCR2:PLXNB1:GPX1:GATA2:ETV5:MFI2:PF4:PPBP:CXCL3:HPSE:TERT:PPAP2A:THBS4:IL4:ADRB2:CSF1R:CAV2:GNRH1:CLU:TLR4:PTGDS:BMX:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_PROLIFERATION
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1648	114	2.545347512e-05	0.000740735383271	TNFRSF18:TNFRSF4:CHD5:FGR:TRIM62:PLK3:F3:RHOC:S100A8:S100A13:SLAMF1:LAX1:SIPA1L2:UNC5B:ADAM8:EPS8L2:PRKCDBP:CLCF1:TBC1D10C:APOA1:HYOU1:TIRAP:IL23A:ARHGAP9:RASAL1:RIPK3:PLEKHG3:THBS1:CAPN3:DAPK2:CSPG4:VIMP:SOCS1:PYCARD:NOD2:GPR97:NOL3:PIK3R6:KSR1:CCL2:CCL5:CCL23:ERN1:CD300A:ARHGDIA:RAC3:HRH4:ELANE:HMHA1:GADD45B:PIP5K1C:TNFSF14:ICAM1:BST2:CRLF1:GMIP:PLEKHF1:NFKBID:MAP3K10:AXL:PLAUR:PTGIR:PRKD2:C5AR1:C5AR2:FPR1:NLRP12:EPS8L1:TGFA:RNF149:IL1RL1:IL18R1:ALS2:INHA:SERPINE2:CPNE1:L3MBTL1:SNAI1:RTN4R:LIF:CYTH4:CARD10:LGALS1:PDGFB:CCR1:PLXNB1:GPX1:TLR9:TLR9:PRKCD:KALRN:PF4:HPSE:AGPAT9:IL4:ARAP3:SPRY4:ADRB2:CSF1R:RGS14:LEMD2:CAV2:BMP1:CLU:JPH1:RRM2B:GADD45G:FGD3:TLR4:CARD9:ARHGAP6:CXCR3:FAM58A:ARHGAP4:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION
GO_POSITIVE_REGULATION_OF_TRANSPORT	933	72	2.571406415e-05	0.000740735383271	TNFRSF4:RNF207:FGR:PTAFR:ADC:PLK3:CTSK:S100A8:CHRNB2:SLAMF1:FCER1G:ACTN2:ADAM8:NR1H3:P2RY2:KCNE3:TRPC6:IL23A:RNASE2:CAPN3:B2M:ANXA2:CD276:NMB:STX1B:PYCARD:ITGAX:NOD2:SMPD3:CYBA:TRIM16:TRPV2:CCL2:CCL5:WNK4:SLMO1:AZU1:TNFSF14:AXL:TEX101:GIPR:TRPM4:NLRP12:IL1RL1:IL18R1:INHA:SLC17A9:KCNE1:TRPM2:ZDHHC8:LIF:PDGFB:CAMK1:MYRIP:CCR1:CCR2:TLR9:TLR9:PRKCD:CACNA1D:MYLK:GATA2:IL4:CD14:ADRB2:CSF1R:RBM22:STX1A:CLEC5A:TLR4:TOR1A:CXCR3:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TRANSPORT
GO_CELLULAR_CHEMICAL_HOMEOSTASIS	567	49	2.58379076721e-05	0.000740735383271	CD52:PTGER3:S1PR1:S100A8:PLAU:P2RY2:TRPC6:C3AR1:CACNB3:AQP2:SLC39A5:TPCN1:SLC8B1:RAB20:NMB:ATP2A1:NOL3:CYBA:CCL2:CCL5:CCL23:ERN1:HRH4:ELANE:TBXA2R:ICAM1:LPAR2:GIPR:C5AR1:TRPM4:SLC4A11:SLC9A8:TRPM2:LGALS1:CCR3:CCR1:CCR2:CCR5:GATA2:CP:ATP13A4:SLC26A2:HK3:SLC26A8:STAR:JPH1:CALB1:HEPH:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_CHEMICAL_HOMEOSTASIS
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	14	5	2.58758138058e-05	0.000740735383271	NOD2:CCL2:FCER2:TLR9:TLR9:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS
GO_T_CELL_MIGRATION	14	5	2.58758138058e-05	0.000740735383271	S1PR1:CCL2:CCR2:MYO1G:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_T_CELL_MIGRATION
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	14	5	2.58758138058e-05	0.000740735383271	FCER1G:VIMP:NOD2:CCL5:CLEC5A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS
GO_REGULATION_OF_DEFENSE_RESPONSE	755	61	2.58823229051e-05	0.000740735383271	CNR2:FGR:TMEM39B:PTGER3:CTSK:TNFAIP8L2:S100A8:FCER1G:CR1:IL2RA:ADAM8:SLC35C1:NR1H3:UNC93B1:APOA1:TIRAP:C3AR1:IL23A:B2M:CD276:VIMP:SOCS1:PYCARD:ITGAM:NOD2:NLRC5:CYBA:PIK3R6:CCL2:CCL5:CCL23:METRNL:SERPINB10:CD226:ELANE:SBNO2:GMIP:C5AR1:C5AR2:NLRP12:IL1RL1:TNFAIP6:HCK:ITGB2:CX3CR1:CCR2:GPX1:TLR9:TLR9:PRKCD:MYLK:CPA3:IL4:REEP2:CD14:ADRB2:F12:NT5E:LY96:TLR4:CARD9:C8G	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_DEFENSE_RESPONSE
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	872	68	3.01424718734e-05	0.000857128238656	TNFRSF18:TNFRSF4:CHD5:FGR:TRIM62:F3:RHOC:S100A8:S100A13:SLAMF1:UNC5B:ADAM8:PRKCDBP:CLCF1:APOA1:TIRAP:IL23A:RIPK3:THBS1:CSPG4:PYCARD:NOD2:PIK3R6:KSR1:CCL2:CCL5:CCL23:ERN1:ELANE:GADD45B:TNFSF14:ICAM1:BST2:CRLF1:PLEKHF1:MAP3K10:AXL:PTGIR:PRKD2:C5AR1:C5AR2:FPR1:NLRP12:TGFA:IL18R1:ALS2:CPNE1:LIF:CARD10:LGALS1:PDGFB:CCR1:PLXNB1:GPX1:TLR9:TLR9:PF4:HPSE:IL4:ADRB2:CSF1R:CAV2:CLU:GADD45G:TLR4:CARD9:CXCR3:FAM58A:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION
GO_DIVALENT_INORGANIC_CATION_TRANSPORT	265	28	3.14088438762e-05	0.00088744988175	SLC30A2:GJA4:CHRNB2:EFCAB4A:TCN1:CATSPER1:TRPC6:CACNA2D4:CACNB3:SLC39A5:TPCN1:SLC8B1:ATP2A1:CORO1A:NOL3:TRPV2:CCL5:CACNB1:TRPM4:RAMP1:TRPM2:CCR1:CCR5:CACNA1D:TMEM66:JPH1:TRPM6:CACFD1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DIVALENT_INORGANIC_CATION_TRANSPORT
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	162	20	3.29684135555e-05	0.000925619509697	PTGER3:F3:S100A8:FCER1G:ADAM8:IL23A:THBS1:CAPN3:NOD2:CCL2:CCL5:CCL23:NLRP12:IL1RL1:CCR2:TLR9:TLR9:MYLK:HPSE:F12:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING
