NC7_1_S11	NC7_2_S12	NC7_3_S13	TMCC_6_1_S14	TMCC_6_2_S15	TMCC_9_2_S16	TMCC_9_3_S17	genes
319	445	320	372	368	365	376	DHRS1
109	140	91	112	114	90	100	NOP9
0	0	0	0	0	0	0	CIDEB
0	0	0	0	0	0	0	LTB4R2
0	1	2	1	4	0	0	LTB4R2.1
12	16	12	9	14	18	20	LTB4R
2	0	0	0	0	0	0	ADCY4
0	0	0	0	0	0	0	RP11-934B9.3
2	3	3	6	5	4	5	RIPK3
0	0	0	0	0	0	0	NFATC4
8	10	2	3	1	2	1	NYNRIN
8	3	1	1	6	6	3	CBLN3
817	937	821	870	888	881	847	KHNYN
24	44	26	30	25	37	35	SDR39U1
0	0	0	1	0	0	1	RP11-80A15.1
1	0	0	0	0	0	0	CMA1
0	0	0	0	0	0	0	CTSG
0	0	0	0	0	0	0	RP11-104E19.1
0	0	0	0	0	0	0	GZMH
0	0	1	0	0	0	0	GZMB
0	0	0	0	0	0	0	STXBP6
0	0	0	0	0	0	0	RP11-89K22.1
0	0	0	0	0	0	0	RP11-314P15.2
0	0	0	0	0	0	0	NOVA1
0	0	0	0	0	0	0	NOVA1-AS1
0	0	0	0	0	0	0	RP11-626P14.1
0	0	0	0	0	0	0	RP11-626P14.2
0	0	0	0	0	0	0	RP11-384J4.2
0	0	0	0	0	0	0	RP11-384J4.1
0	0	0	0	0	0	0	LINC00645
0	0	0	0	0	0	0	CTD-2591A6.2
0	0	0	0	0	0	0	RP11-412H8.2
0	0	0	0	0	0	0	RP11-966I7.1
0	0	0	0	0	0	0	FOXG1
0	0	0	0	0	0	0	C14orf23
0	0	0	0	0	0	0	RP11-966I7.2
0	0	0	0	0	0	0	RP11-966I7.3
0	0	0	0	0	0	0	CTD-2384A14.1
0	0	0	0	0	0	0	RP11-148E17.1
0	0	0	0	0	0	0	CTD-2384A14.2
0	0	0	0	0	0	0	RP11-260G13.1
2	1	2	0	1	8	0	PRKD1
0	1	0	0	0	0	0	CTD-2503I6.1
0	0	0	0	0	0	0	RP11-269C4.2
0	0	0	0	0	0	0	CTD-2251F13.1
1	0	0	0	0	0	1	RP11-1103G16.1
190	85	81	82	87	131	91	G2E3
1160	820	673	759	826	823	899	SCFD1
0	0	0	0	0	0	0	RP11-159L20.2
13	22	14	10	20	12	16	COCH
1	0	1	0	0	3	1	RP11-829H16.3
751	307	262	267	317	308	375	STRN3
63	46	32	20	46	30	36	AP4S1
880	696	651	649	670	763	712	HECTD1
0	0	0	0	0	0	0	RP11-596D21.1
43	28	16	20	18	28	23	HEATR5A
1	0	0	0	1	1	0	RP11-176H8.1
1	0	0	2	0	0	0	CTD-2213F21.2
20	7	6	6	8	7	9	DTD2
26	18	25	25	30	19	22	NUBPL
0	0	0	0	1	0	0	CTD-2213F21.4
0	0	0	0	0	0	0	CTD-2213F21.3
0	0	0	0	0	0	0	RP11-159D23.2
0	0	0	0	0	0	0	RP11-187E13.1
0	0	0	0	0	0	0	RP11-187E13.2
0	1	0	0	1	1	0	ARHGAP5-AS1
25	28	28	24	28	28	22	ARHGAP5
1	0	0	3	0	0	1	AKAP6
0	0	0	0	0	0	0	RP11-320M16.2
0	0	0	0	0	0	0	NPAS3
0	0	0	0	0	1	0	EGLN3
0	0	0	0	0	0	0	EGLN3-AS1
35	13	13	21	16	11	16	SPTSSA
803	564	507	458	599	578	691	EAPP
0	0	0	0	0	0	0	RP11-671J11.6
0	0	0	0	0	0	0	RP11-671J11.4
475	274	251	252	265	273	276	SNX6
73	26	29	25	40	42	37	CFL2
162	91	103	95	111	108	138	BAZ1A
2	2	1	0	2	0	0	RP11-73E17.2
982	724	670	718	853	776	835	SRP54
149	131	89	94	118	139	122	FAM177A1
318	232	197	206	218	229	233	PPP2R3C
0	1	2	1	1	1	2	KIAA0391
0	0	1	0	0	0	1	KIAA0391.1
34	44	37	41	39	38	33	PSMA6
0	0	0	0	0	0	0	RP11-561B11.3
185	260	182	241	206	199	258	NFKBIA
0	0	0	0	0	0	0	RP11-561B11.6
0	0	0	0	0	0	0	INSM2
31	27	19	26	25	33	38	RALGAPA1
2	3	0	4	2	1	2	RP11-317N8.5
69	24	25	27	18	26	42	BRMS1L
0	0	0	0	0	0	0	RP11-317N8.3
0	0	0	0	0	0	0	RP11-116N8.2
0	0	0	0	0	0	0	RP11-116N8.4
0	0	0	0	0	0	0	LINC00609
0	0	0	0	0	0	0	PTCSC3
0	0	0	0	0	0	0	RP11-259K15.2
137	83	75	82	69	73	96	MBIP
0	0	0	0	0	0	0	SFTA3
0	0	0	0	0	0	0	NKX2-1
0	0	0	0	0	0	0	NKX2-1-AS1
0	0	0	0	0	0	0	NKX2-8
0	0	0	0	1	0	0	RP11-964E11.2
90	33	35	48	33	39	59	PAX9
672	627	495	570	508	597	551	SLC25A21
0	2	2	0	0	3	0	RP11-81F13.1
12	4	5	1	8	3	8	RP11-81F13.2
8	4	3	5	11	14	2	SLC25A21-AS1
63	39	36	48	40	42	42	MIPOL1
1	0	0	0	0	0	1	RP11-356O9.2
0	1	0	0	0	0	1	RP11-356O9.1
0	0	0	0	0	1	0	FOXA1
0	0	0	0	0	0	0	TTC6
0	0	0	0	0	0	0	LINC00517
0	0	0	0	0	0	0	CTD-2058B24.3
0	0	0	0	0	0	0	CTD-2058B24.2
0	0	0	0	0	0	0	CTD-2142D14.1
0	0	0	0	0	0	0	SSTR1
0	0	0	0	0	0	0	CLEC14A
0	0	0	0	0	0	0	RP11-96D24.1
0	0	0	0	0	0	0	LINC00639
35	41	21	24	41	36	17	SEC23A
0	0	0	0	0	0	0	RP11-545M17.1
58	42	32	36	33	44	54	GEMIN2
361	237	218	224	291	270	237	TRAPPC6B
0	1	0	0	1	1	2	RP11-407N17.4
177	164	129	142	191	180	200	PNN
0	0	0	0	0	0	0	MIA2
0	0	0	0	0	0	0	RP11-407N17.3
5	5	1	4	5	2	7	CTAGE5
0	0	0	0	0	1	0	RP11-407N17.5
44	30	29	20	28	30	44	FBXO33
0	0	0	0	0	0	0	RP11-111A21.1
0	0	0	0	0	0	0	RP11-662J14.1
0	0	0	0	0	0	0	RP11-662J14.2
0	0	0	0	0	0	0	RP11-129M6.1
0	0	0	0	0	0	0	CTD-2298J14.2
0	0	0	0	0	0	0	LRFN5
0	0	0	0	0	0	0	RP11-313C4.1
0	0	0	0	0	0	0	RP11-214N1.1
0	0	0	0	0	0	0	RP11-305B6.3
0	0	0	0	0	0	0	RP11-99L13.2
0	0	0	0	0	0	0	RP11-99L13.1
2	1	3	0	1	1	1	FSCB
0	0	0	0	1	0	0	RP11-163M18.1
0	0	0	0	0	0	0	RP11-398E10.1
1	0	0	0	0	0	0	RP11-857B24.1
13	5	8	9	10	13	6	C14orf28
0	0	1	0	0	0	0	RP11-857B24.5
242	150	135	147	226	196	188	KLHL28
134	66	77	86	94	83	68	FAM179B
0	0	0	0	0	0	0	CTD-3028N15.1
183	73	73	56	81	92	100	PRPF39
154	99	96	84	97	86	109	FKBP3
38	16	13	19	12	20	16	FANCM
300	203	159	184	183	207	278	MIS18BP1
0	0	0	0	0	0	0	RP11-454K7.3
0	0	0	0	0	0	0	RP11-454K7.1
0	0	0	0	0	0	0	RP11-945F5.1
0	0	0	0	0	0	0	RP11-369C8.1
1	0	0	0	0	0	0	LINC00871
1	1	0	0	0	0	0	RPL10L
4	4	4	8	1	6	6	MDGA2
0	0	0	0	0	0	0	MDGA2.1
13	23	11	21	7	17	17	LINC00648
0	0	0	0	0	0	0	RP11-2G1.1
0	0	0	0	0	0	0	RP11-816J8.1
5691	6405	5788	6237	6739	6511	5157	RPS29
57	89	76	83	97	134	76	RN7SL1
5	3	2	1	0	5	1	AL139099.1
271	163	149	168	181	188	239	LRR1
2771	2986	2533	2803	2930	2893	2780	RPL36AL
3	0	1	1	2	2	2	MGAT2
0	0	0	0	0	0	0	RP11-649E7.5
83	76	47	38	37	59	60	DNAAF2
37	24	15	12	17	17	32	POLE2
8	0	0	3	2	2	0	KLHDC1
0	0	0	0	0	0	0	RP11-831F12.2
1120	812	617	589	638	668	891	KLHDC2
450	282	328	281	337	368	396	NEMF
5	0	1	1	0	0	6	AL627171.2
0	0	0	1	0	0	0	AL627171.1
408	297	275	319	318	277	337	ARF6
4	1	2	0	2	2	3	RP11-58E21.4
6	2	2	4	4	4	0	C14orf182
0	2	0	1	1	0	0	RP11-58E21.3
0	0	0	0	0	0	0	RP11-58E21.5
0	0	0	0	0	0	0	RP11-58E21.7
1	0	0	0	0	0	2	C14orf183
70	38	23	49	36	33	51	VCPKMT
98	52	61	55	68	60	82	SOS2
48	23	24	26	37	43	25	L2HGDH
375	285	280	321	320	297	307	ATP5S
15	12	2	15	9	8	6	RP11-247L20.4
62	66	58	47	56	47	47	CDKL1
0	0	0	0	0	0	1	RP11-247L20.3
355	225	149	176	169	168	252	MAP4K5
0	0	0	0	0	0	0	RP11-406H23.2
4	6	2	1	2	5	2	ATL1
129	73	81	82	87	89	58	SAV1
2	2	2	2	2	1	2	NIN
0	0	0	0	0	0	0	RP11-286O18.1
0	0	0	0	0	0	0	RP11-218E20.2
8	6	7	7	9	8	7	PYGL
0	0	0	0	0	0	0	ABHD12B
0	0	0	0	0	0	0	RP11-218E20.5
0	0	0	0	0	0	0	RP11-218E20.3
0	0	0	1	0	0	0	TRIM9
0	0	0	0	0	0	0	RP11-1140I5.1
390	218	150	183	231	241	222	TMX1
0	0	0	0	0	0	2	LINC00519
0	0	0	1	0	0	0	LINC00640
0	0	0	0	0	0	0	RP11-255G12.2
0	0	0	0	0	0	0	RP11-255G12.3
0	0	0	0	0	0	0	FRMD6-AS2
0	1	0	1	0	0	0	FRMD6
0	0	0	0	0	0	0	RP11-280K24.1
435	320	250	286	344	300	300	GNG2
2	0	0	0	1	0	0	RP11-463J10.2
0	0	0	0	0	0	0	RP11-463J10.3
0	0	0	0	0	0	0	AL358333.1
0	0	0	1	0	0	1	RP11-463J10.4
995	1064	814	958	898	950	974	C14orf166
3	1	1	2	1	0	2	NID2
0	0	0	0	0	0	0	RP11-1033H12.1
0	0	0	0	0	1	0	PTGDR
0	0	0	0	0	0	0	PTGER2
509	317	306	311	303	376	392	TXNDC16
1	0	0	1	0	1	0	GPR137C
6	0	2	5	4	3	2	ERO1L
0	0	0	0	0	0	0	RP11-841O20.2
1155	939	742	769	834	945	991	PSMC6
362	154	168	158	196	171	188	STYX
22	8	5	9	15	4	7	GNPNAT1
0	0	0	0	0	0	0	RP11-589M4.1
0	0	0	0	0	0	0	RP11-589M4.3
0	0	0	0	0	0	0	FERMT2
17	6	18	13	18	15	10	RP11-368P15.3
317	208	183	148	192	188	211	DDHD1
0	0	0	1	2	0	1	RP11-547D23.1
0	0	2	0	0	0	0	AL163953.3
0	0	0	0	0	0	0	AL163953.2
0	0	0	0	0	0	0	AL162759.1
0	0	0	0	0	0	0	BMP4
178	132	123	132	120	131	119	CDKN3
304	201	168	175	184	194	170	CNIH1
0	0	1	0	2	0	0	RP11-794A8.1
314	122	115	139	137	147	189	GMFB
203	158	127	123	160	145	163	CGRRF1
1	1	0	0	0	0	1	SAMD4A
37	15	10	16	14	16	12	GCH1
131	79	89	92	65	111	91	WDHD1
159	117	93	89	97	116	124	SOCS4
2349	1848	1531	1709	1771	1729	1777	MAPK1IP1L
20344	20404	16277	18567	19802	20167	19508	LGALS3
301	256	188	174	194	214	177	DLGAP5
0	0	0	1	0	0	0	RP11-698F20.3
1	1	0	3	2	2	2	RP11-665C16.6
1345	1423	1145	1098	936	1064	1279	FBXO34
2	0	0	1	1	0	0	RP11-665C16.5
1163	999	814	899	931	859	1110	ATG14
0	1	0	0	0	0	0	TBPL2
1	4	1	2	3	1	1	KTN1-AS1
408	340	265	278	327	338	437	KTN1
0	0	0	0	0	0	0	RP11-813I20.2
0	0	0	0	0	0	0	RP11-1012E15.1
2	4	2	3	5	1	1	PELI2
0	0	0	0	0	0	0	RP11-930O11.2
0	0	0	0	0	0	0	RP11-930O11.1
55	31	36	29	31	21	46	TMEM260
0	0	0	0	0	0	0	RP11-624J12.1
0	0	1	0	1	0	1	RP11-1085N6.2
0	0	0	0	0	0	0	RP11-1085N6.3
0	0	0	0	0	0	0	RP11-1085N6.4
0	0	0	0	0	0	0	RP11-1085N6.6
0	0	0	0	0	0	0	OTX2
0	0	0	0	0	0	0	OTX2-AS1
0	0	0	0	0	0	0	RP11-1085N6.5
0	0	0	0	0	0	0	RP11-108M12.3
1170	581	573	569	676	720	781	EXOC5
0	0	0	0	0	0	0	AL391152.1
766	514	503	460	558	529	561	AP5M1
0	0	0	0	0	0	0	RP11-932A10.1
85	36	41	42	26	55	59	NAA30
0	0	0	0	0	0	1	C14orf105
0	0	0	0	0	0	0	SLC35F4
0	0	0	2	2	0	0	RP11-409I10.2
248	226	172	208	199	176	222	C14orf37
1943	1271	1053	1120	1251	1271	1400	ACTR10
688	478	409	463	421	527	540	PSMA3
373	232	193	187	221	246	272	RP11-349A22.5
2	1	0	1	1	1	3	AL132989.1
307	241	200	199	215	248	249	ARID4A
0	0	0	0	0	0	0	RP11-517O13.3
0	0	0	0	0	0	0	TOMM20L
0	0	0	0	0	0	0	RP11-517O13.1
176	117	91	112	118	127	124	TIMM9
345	261	210	197	240	225	257	KIAA0586
0	0	0	0	0	0	0	DACT1
0	0	0	0	0	0	0	RP11-112J1.2
229	150	195	158	165	193	164	DAAM1
0	0	0	0	0	2	0	GPR135
22	12	13	15	23	13	18	L3HYPDH
473	380	277	305	347	378	367	JKAMP
0	0	0	0	0	0	0	CCDC175
0	0	0	0	0	0	0	RTN1
0	0	0	0	0	0	0	RP11-62H20.1
0	0	0	0	0	0	0	LRRC9
0	0	0	0	0	1	0	RP11-16B13.1
176	147	109	134	155	180	170	PCNXL4
138	152	118	162	155	159	134	DHRS7
1	1	2	2	1	3	2	CTD-2184C24.2
1212	722	778	701	743	773	923	PPM1A
0	0	1	0	2	0	0	CTD-2568P8.1
4	3	4	5	3	7	2	C14orf39
0	0	0	0	0	0	0	SIX6
0	0	0	0	0	0	0	RP11-1042B17.3
0	0	0	0	0	0	0	RP11-1042B17.5
0	0	0	0	0	0	0	SIX1
0	0	0	0	0	1	0	SIX4
79	69	51	56	69	61	52	MNAT1
212	198	150	168	181	169	176	TRMT5
70	22	33	30	42	40	41	SLC38A6
0	0	0	0	0	0	0	PRKCH
0	0	0	0	0	0	0	TMEM30B
0	0	0	0	0	0	0	RP11-47I22.4
0	0	0	0	0	0	0	RP11-47I22.1
0	0	0	0	0	0	0	RP11-47I22.2
0	0	0	0	0	0	0	RP11-47I22.3
0	0	0	0	0	0	0	HIF1A-AS1
332	259	198	212	255	269	287	HIF1A
0	0	0	1	1	1	0	HIF1A-AS2
63	43	26	34	33	32	20	SNAPC1
0	0	0	0	0	0	0	CTD-2277K2.1
0	0	0	0	0	0	0	SYT16
0	0	0	0	0	0	0	RP11-355I22.5
0	0	0	0	0	0	0	RP11-355I22.2
0	0	0	0	0	0	0	RP11-355I22.6
0	0	0	0	0	0	0	LINC00643
0	0	0	0	0	0	0	LINC00644
0	0	0	0	0	0	0	KCNH5
0	0	1	0	0	0	0	RP11-1112J20.2
0	0	0	0	0	0	0	RHOJ
0	0	0	0	0	0	0	RP11-696D21.2
142	92	77	66	80	95	73	PPP2R5E
1	0	0	2	2	1	2	CTD-2302E22.4
93	49	44	52	62	53	53	WDR89
0	0	0	0	0	0	0	CTD-2302E22.2
51	35	20	20	25	21	28	SGPP1
81	68	63	67	97	70	88	SYNE2
172	154	145	152	198	170	157	ESR2
0	0	0	0	0	0	0	RP11-544I20.2
0	0	0	0	0	0	0	CTD-2555O16.1
870	951	752	818	798	892	824	MTHFD1
0	1	2	1	0	1	0	CTD-2555O16.2
1	2	1	5	0	2	3	CTD-2555O16.4
10	8	5	6	5	11	1	ZBTB25
0	0	0	0	0	0	0	CTD-2555O16.3
2	0	0	0	2	0	0	AKAP5
142	96	72	52	92	92	88	ZBTB1
0	0	0	0	0	0	0	RP11-973N13.4
13	6	10	5	12	11	4	HSPA2
0	0	0	0	1	0	0	PPP1R36
0	0	0	0	0	0	0	RP11-973N13.3
0	0	0	0	0	0	0	PLEKHG3
8033	10384	8480	9124	9480	8992	8505	SPTB
110	70	47	49	57	68	78	CHURC1
17	25	32	20	23	16	22	FNTB
0	0	0	0	0	0	0	CHURC1-FNTB
1	3	2	6	2	1	1	GPX2
5	6	4	7	3	5	5	RAB15
1	3	0	0	5	2	1	RP11-840I19.5
477	389	296	347	364	382	406	MAX
2	0	1	2	2	0	1	RP11-840I19.3
0	0	0	0	0	0	0	CTD-2509G16.2
0	0	0	0	0	0	0	CTD-2509G16.5
56	80	48	43	54	52	40	FUT8
0	0	0	0	0	0	0	CTD-2014B16.3
0	0	0	0	0	0	2	RP11-783L4.1
4	6	2	2	5	10	2	RP11-72M17.1
48	46	43	35	54	54	36	GPHN
0	0	0	0	0	0	0	RP11-862P13.1
0	2	1	0	2	0	1	FAM71D
66	42	33	31	47	54	50	MPP5
1611	1223	1151	1009	1008	1069	1311	ATP6V1D
1360	931	745	896	821	939	974	EIF2S1
3334	4152	3309	3568	3918	3487	3568	PLEK2
0	7	0	0	1	0	4	TMEM229B
4	3	3	4	4	4	2	PLEKHH1
449	461	383	400	425	465	399	PIGH
2393	2308	1938	2196	2512	2256	2184	ARG2
848	854	727	736	813	779	885	VTI1B
0	1	0	0	1	1	0	RP11-1012A1.4
1326	1210	1068	1059	1151	1256	1285	RDH11
0	1	0	1	1	1	0	RDH12
184	200	171	201	167	211	221	ZFYVE26
12	10	5	8	13	3	5	RAD51B
0	0	0	0	0	0	0	CTD-2566J3.1
0	0	0	0	0	0	0	CTD-2325P2.4
0	0	0	0	0	0	0	CTD-2325P2.3
282	338	274	268	333	272	232	ZFP36L1
1	0	0	6	0	0	1	ACTN1
0	0	0	0	0	0	0	ACTN1-AS1
473	615	504	530	541	526	488	DCAF5
0	2	1	0	0	0	0	RP11-363J20.1
25	31	11	20	17	24	23	EXD2
0	0	0	0	0	0	0	RP11-363J20.2
0	0	0	0	0	0	0	GALNT16
58	53	52	49	57	58	60	ERH
402	342	316	312	347	334	345	SLC39A9
0	0	0	0	0	0	0	PLEKHD1
0	0	0	0	0	0	0	CCDC177
0	0	0	0	0	0	0	CCDC177.1
949	1000	841	891	943	958	907	KIAA0247
1379	1213	935	1135	1235	1348	1385	SRSF5
3	1	3	2	3	3	4	SLC10A1
0	0	0	0	0	0	0	SMOC1
0	0	0	0	0	0	0	SLC8A3
0	0	0	0	0	0	0	RP11-486O13.2
1	2	0	2	1	4	1	RP11-718G2.5
66	34	38	33	46	47	42	COX16
0	3	0	2	4	0	4	SYNJ2BP
0	0	0	0	0	0	0	RP11-486O13.4
0	0	2	3	1	0	0	ADAM21
1	0	1	0	1	0	0	ADAM20P1
0	2	0	1	2	0	2	ADAM20
102	52	39	65	77	60	64	MED6
0	0	0	0	0	0	0	CTD-2540L5.5
0	0	0	0	0	0	0	CTD-2540L5.6
0	0	0	0	0	0	0	TTC9
0	0	0	0	0	0	0	RP6-65G23.1
0	0	0	0	0	2	0	MAP3K9
0	0	0	0	0	0	0	RP6-65G23.3
8	13	8	4	14	12	6	PCNX
0	0	0	0	0	0	0	RP6-91H8.3
0	0	0	0	0	0	0	RP6-91H8.2
0	0	0	0	0	0	0	RP6-91H8.1
0	0	0	0	0	0	0	AC004817.1
0	0	0	0	0	0	0	RP6-91H8.5
0	0	0	0	0	0	0	RP1-261D10.2
8	6	18	20	24	26	9	SIPA1L1
0	0	0	0	0	0	0	RP6-114E22.1
327	304	274	235	281	276	314	RGS6
22	11	10	6	11	15	12	AC005477.1
2	2	1	3	3	1	1	RP3-514A23.2
203	169	153	194	163	189	173	DPF3
13	16	20	18	12	20	20	DCAF4
1214	1285	1201	1138	1182	1172	1217	ZFYVE1
1	0	0	0	0	0	0	RP11-109N23.4
251	220	159	216	214	265	306	RBM25
466	347	391	399	397	440	482	PSEN1
18	20	14	22	17	23	18	PAPLN
0	0	0	0	0	0	0	RP4-647C14.2
0	0	1	0	0	4	1	RP4-647C14.3
369	388	268	323	322	332	340	NUMB
0	2	4	6	3	2	2	HEATR4
0	0	0	0	0	0	0	RP3-414A15.2
2	7	2	1	0	1	0	ACOT1
19	16	12	14	13	21	13	ACOT2
0	2	0	0	0	0	0	ACOT4
0	0	0	0	0	0	0	ACOT6
0	0	0	0	0	0	0	RP3-414A15.10
15	15	14	16	10	21	19	DNAL1
0	0	0	0	0	0	0	RP4-693M11.3
1057	1126	938	558	603	857	1128	PNMA1
508	439	393	386	486	422	433	ELMSAN1
0	2	0	0	0	2	0	RP5-1021I20.1
0	0	0	0	0	0	0	RP5-1021I20.2
2	1	1	2	1	0	1	PTGR2
0	0	0	0	0	0	0	RP5-1021I20.4
15	9	7	8	9	8	6	ZNF410
1	0	0	3	0	1	0	RP5-1021I20.5
19	29	16	12	16	14	17	FAM161B
18	23	23	19	20	23	20	COQ6
244	287	243	221	214	267	303	ENTPD5
87	65	58	45	57	70	74	CCDC176
402	333	252	288	295	271	327	ALDH6A1
190	133	138	134	117	135	136	LIN52
0	0	0	0	0	0	0	VSX2
65	96	53	75	97	92	78	ABCD4
0	0	0	0	0	0	0	VRTN
0	0	0	0	0	0	0	SYNDIG1L
1	0	0	0	0	0	0	RP3-449M8.9
1	0	1	0	0	0	1	RP3-449M8.6
1102	1206	1001	1203	1238	1161	1162	NPC2
1099	871	714	733	754	926	932	ISCA2
238	319	195	259	262	301	267	LTBP2
0	0	0	0	0	0	0	CTD-2207P18.1
0	0	0	0	0	0	0	CTD-2207P18.2
778	862	633	666	800	792	750	AREL1
0	0	0	0	0	0	0	AC007956.1
119	75	78	66	80	87	89	FCF1
171	182	171	178	199	193	157	YLPM1
0	0	0	0	0	0	0	RP11-316E14.6
1	0	1	0	0	0	5	PROX2
154	166	127	160	147	142	150	DLST
58	47	40	54	56	57	35	RPS6KL1
1304	1458	1351	1018	1092	1007	1228	PGF
164	200	178	159	207	213	194	EIF2B2
0	1	0	0	0	0	0	RP11-950C14.3
14	7	10	6	10	14	9	MLH3
16	14	2	9	6	6	5	ACYP1
3	0	4	0	4	1	3	ZC2HC1C
673	708	581	660	653	730	695	NEK9
0	0	0	0	0	0	0	RP11-950C14.7
1494	1133	986	1012	1066	1075	1138	TMED10
0	0	0	0	0	0	0	RP11-293M10.1
0	0	0	0	0	0	0	RP11-293M10.2
1213	1561	1214	657	662	720	738	FOS
2	0	0	0	0	0	0	RP11-293M10.5
0	0	0	0	0	0	0	RP11-293M10.6
0	0	0	0	0	0	0	JDP2
0	0	2	0	0	0	0	BATF
0	0	0	0	0	0	0	AC007182.6
0	0	0	1	3	0	1	FLVCR2
71	63	51	73	66	50	82	TTLL5
296	348	260	285	337	310	317	C14orf1
0	0	0	0	0	0	1	RP11-270M14.4
21	22	26	25	33	33	22	IFT43
2	0	0	0	1	0	2	TGFB3
0	0	0	0	0	0	0	RP11-270M14.5
217	154	156	148	140	166	202	GPATCH2L
0	0	0	0	0	0	0	RP11-516J2.1
0	0	0	0	0	0	0	ESRRB
0	0	0	0	0	0	0	RP11-187O7.3
0	0	0	0	0	0	0	RP11-99E15.2
0	1	0	0	0	0	0	VASH1
0	0	0	0	0	0	0	RP11-488C13.6
0	0	0	0	0	0	0	RP11-488C13.7
0	4	2	0	2	1	0	RP11-488C13.5
52	69	65	66	94	57	80	ANGEL1
0	0	0	0	0	0	0	C14orf166B
0	0	0	0	0	0	0	RP11-488C13.4
0	0	0	0	0	0	0	RP11-7F17.7
52	46	36	45	48	35	37	IRF2BPL
0	0	0	0	0	0	0	RP11-7F17.5
1	0	1	1	0	0	0	RP11-7F17.4
0	0	0	0	0	0	0	RP11-7F17.3
217	199	188	218	173	215	206	CIPC
0	0	0	0	0	0	0	RP11-463C8.4
1	3	0	2	1	1	1	TMEM63C
0	0	0	0	0	0	0	ZDHHC22
0	0	0	0	0	0	0	AC007375.1
0	0	0	0	0	0	0	NGB
21	21	16	24	11	26	17	POMT2
56	74	65	55	78	62	52	GSTZ1
43	11	17	13	12	20	17	TMED8
0	2	1	0	0	0	0	SAMD15
2	4	0	6	4	8	1	NOXRED1
0	0	0	0	0	0	0	FKSG61
161	204	146	179	183	217	159	VIPAS39
1209	1527	1089	1337	1371	1280	1445	AHSA1
0	0	2	0	0	0	0	ISM2
307	328	268	265	248	230	277	SPTLC2
101	109	87	87	120	101	106	ALKBH1
292	302	257	260	292	294	293	SLIRP
841	741	607	707	728	711	841	SNW1
0	0	0	0	0	0	0	C14orf178
0	1	0	2	1	1	0	AC008372.1
193	242	233	194	198	228	172	ADCK1
0	0	0	0	0	0	1	NRXN3
0	0	0	0	0	0	0	RP11-332E19.2
0	0	0	0	0	0	0	RP11-232C2.3
0	0	0	0	0	0	0	RP11-232C2.2
0	0	0	0	0	0	0	RP11-232C2.1
0	0	0	0	0	0	0	CTD-2243E23.1
0	0	0	0	0	0	0	RP11-588P7.2
0	0	0	0	0	0	0	RP11-242P2.2
0	0	0	0	0	0	0	RP11-242P2.1
0	0	0	0	0	0	0	RP11-526N18.1
0	0	0	0	0	0	0	DIO2
0	0	1	0	0	0	0	DIO2-AS1
6	13	4	3	5	9	4	CEP128
6	1	8	4	1	2	8	TSHR
0	0	0	0	0	0	0	RP11-114N19.3
226	133	102	97	117	128	133	GTF2A1
117	76	79	77	75	67	81	STON2
0	0	0	0	0	0	0	RP11-299L17.3
1022	693	589	695	769	898	901	SEL1L
0	0	0	0	0	0	0	RP11-799P8.1
0	0	0	0	0	0	0	RP11-226P1.2
0	0	0	0	0	0	0	RP11-666E17.1
0	0	0	0	0	0	0	RP11-406A9.2
0	0	0	0	0	0	0	RP11-11K13.1
0	0	1	0	0	0	0	RP11-452D21.2
0	0	0	0	0	0	0	RP11-452D21.1
0	0	0	0	0	0	0	RP11-353P15.1
0	0	0	0	0	0	0	RP11-789A21.1
0	0	0	0	0	0	0	CTD-2128A3.2
0	1	0	0	0	0	0	CTD-2128A3.3
0	0	0	0	0	0	0	LINC00911
0	0	0	0	0	0	0	RP11-497E19.1
0	0	0	0	0	0	0	RP11-497E19.2
0	0	0	0	0	0	0	FLRT2
0	0	0	0	0	0	0	CTD-2341M24.1
0	0	0	0	0	0	0	RP11-1079H9.1
0	0	0	0	0	0	0	RP11-26L16.1
0	0	0	0	0	0	0	RP11-322L20.1
0	0	1	0	0	0	0	RP11-736P16.1
0	0	0	0	0	0	0	RP11-1141N12.1
0	0	0	0	0	0	0	RP11-594C13.2
0	0	0	0	0	0	0	RP11-594C13.1
0	0	0	0	0	0	0	RP11-325D8.1
0	0	0	0	0	0	0	CTD-2007A10.1
0	0	0	0	0	0	0	RP11-1152H15.1
0	0	0	0	0	0	0	RP11-804L24.2
371	297	238	257	264	281	269	GALC
1	0	0	0	0	0	0	GPR65
0	0	0	0	0	0	0	RP11-300J18.2
0	0	0	0	0	0	0	RP11-300J18.1
0	0	0	0	0	0	0	LINC01146
0	0	0	0	0	0	0	RP11-753D20.1
0	0	0	0	0	0	0	RP11-753D20.4
0	0	0	0	0	0	0	RP11-753D20.3
0	0	0	0	0	0	0	KCNK10
20	19	17	11	8	7	17	SPATA7
0	0	0	0	1	1	0	PTPN21
0	0	0	0	0	0	0	RP11-507K2.2
0	0	0	0	0	0	0	RP11-507K2.3
200	182	165	196	222	183	189	ZC3H14
5	5	4	5	5	3	5	EML5
25	17	17	14	19	27	17	TTC8
69	66	68	63	49	47	30	FOXN3
0	1	0	0	0	0	0	RP11-356K23.1
0	0	0	0	0	0	0	RP11-356K23.2
0	0	0	0	0	0	0	RP11-33N16.2
0	0	0	0	0	2	0	FOXN3-AS1
0	0	0	0	0	0	0	FOXN3-AS2
